"#GSM37074 = Value for GSM37074: acetate1; src: E. coli cell"																																				
"#GSM37075 = Value for GSM37075: acetate2; src: E. coli cell"																																				
"#GSM37076 = Value for GSM37076: proline1; src: E. coli cell"																																				
"#GSM37077 = Value for GSM37077: proline2; src: E. coli cell"																																				
"#Gene title = Entrez Gene name"																																				
"#Gene symbol = Entrez Gene symbol"																																				
"#Gene ID = Entrez Gene identifier"																																				
"#UniGene title = Entrez UniGene name"																																				
"#UniGene symbol = Entrez UniGene symbol"																																				
"#UniGene ID = Entrez UniGene identifier"																																				
"#Nucleotide Title = Entrez Nucleotide title"																																				
"#GI = GenBank identifier"																																				
"#GenBank Accession = GenBank accession"																																				
"#Platform_CLONEID = CLONE_ID from Platform data table"																																				
"#Platform_ORF = ORF from Platform data table"																																				
"#Platform_SPOTID = SPOT_ID from Platform data table"																																				
"#Chromosome location = Entrez gene chromosome and location"																																				
"#Chromosome annotation = Entrez gene chromosome annotation"																																				
"#GO:Function = Gene Ontology Function term"																																				
"#GO:Process = Gene Ontology Process term"																																				
"#GO:Component = Gene Ontology Component term"																																				
"#GO:Function ID = Gene Ontology Function identifier"																																				
"#GO:Process ID = Gene Ontology Process identifier"																																				
"#GO:Component ID = Gene Ontology Component identifier"																																				
"!dataset_table_begin"																																				
"ID_REF"	"IDENTIFIER"	"GSM37063"	"GSM37064"	"GSM37065"	"GSM37066"	"GSM37067"	"GSM37068"	"GSM37069"	"GSM37070"	"GSM37071"	"GSM37072"	"GSM37073"	"GSM37074"	"GSM37075"	"GSM37076"	"GSM37077"	"Gene title"	"Gene symbol"	"Gene ID"	"UniGene title"	"UniGene symbol"	"UniGene ID"	"Nucleotide Title"	"GI"	"GenBank Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome location"	"Chromosome annotation"	"GO:Function"	"GO:Process"	"GO:Component"	"GO:Function ID"	"GO:Process ID"	"GO:Component ID"
"aas_b2836_at"	"aas"	725.9	632.9	741.1	728.9	683.2	690.4	633	657.6	1003.6	702.2	562.3	846.1	613.1	941.3	771.4	"bifunctional acyl-[acyl carrier protein] synthetase/2-acylglycerophosphoethanolamine acyltransferase///bifunctional acyl-[acyl carrier protein] synthetase/2-acylglycerophosphoethanolamine acyltransferase///fused 2-acylglycerophospho-ethanolamine acyl transferase/acyl-acyl carrier protein synthetase///bifunctional acyl-ACP synthetase/2-acylglycerophosphoethanolamine acyltransferase"	"aas///aas///aas///ECs3693"	"1039306///958304///947315///916493"								"b2836"			"NC_004431.1 (3281176..3283335, complement)///NC_002655.2 (3763553..3765712, complement)///NC_000913.2 (2971877..2974036, complement)///NC_002695.1 (3696255..3698414, complement)"		"cellular protein modification process"	"organelle inner membrane///peptidoglycan-based cell wall"		"GO:0006464"	"GO:0019866///GO:0009274"
"aat_b0885_at"	"aat"	445.2	296.1	184.3	446.7	407	254.3	395.7	387.4	463.9	336.9	419.7	116.4	279.9	227.4	328.1	"leucyl/phenylalanyl-tRNA--protein transferase///leucyl/phenylalanyl-tRNA-protein transferase///leucyl/phenylalanyl-tRNA--protein transferase"	"aat///aat///aat"	"958840///945490///917712"								"b0885"			"NC_002655.2 (1147028..1147732, complement)///NC_000913.2 (925951..926655, complement)///NC_002695.1 (1057805..1058509, complement)"		"proteolysis"	"cytoplasm"		"GO:0006508"	"GO:0005737"
"abc_b0199_at"	"metN"	2727.5	2872.8	3042.4	2074.6	2574.9	2466.4	2338.8	2486.1	1986.9	2901.8	2018.9	1477.7	1536.2	1963.2	1834.3	"DL-methionine transporter ATP-binding subunit///DL-methionine transporter ATP-binding subunit///DL-methionine transporter subunit///DL-methionine transporter ATP-binding protein"	"metN///metN///metN///metN"	"1039648///956944///944896///913972"								"b0199"			"NC_004431.1 (233029..234060, complement)///NC_002655.2 (224945..225976, complement)///NC_000913.2 (221614..222645, complement)///NC_002695.1 (224944..225975, complement)"			"cytoplasm"			"GO:0005737"
"abrB_b0715_at"	"abrB"	265.6	337.2	342.6	331.9	163.1	577.7	355.4	348.2	628.2	392.8	411.9	229.9	398.8	534.3	381	"transporter///regulator of aidB expression; inner membrane protein///transporter"	"abrB///abrB///ECs0740"	"957811///945321///917109"								"b0715"			"NC_002655.2 (825023..826114, complement)///NC_000913.2 (745946..746992, complement)///NC_002695.1 (823369..824460, complement)"			"organelle inner membrane///peptidoglycan-based cell wall"			"GO:0019866///GO:0009274"
"accA_b0185_at"	"accA"	4145.3	2594.7	2765.1	3762.5	2995.5	2374.6	3353.9	3362.3	2985.7	3233.3	2619.6	2379.5	2172.2	1780.7	1928.6	"acetyl-CoA carboxylase carboxyltransferase subunit alpha///acetyl-CoA carboxylase, carboxytransferase, alpha subunit///acetyl-CoA carboxylase carboxyltransferase subunit alpha"	"accA///accA///ECs0187"	"956919///944895///913907"								"b0185"			"NC_002655.2 (211965..212924)///NC_000913.2 (208621..209580)///NC_002695.1 (211964..212923)"			"cytoplasm"			"GO:0005737"
"accB_b3255_at"	"accB"	7085.4	6676.6	6478.9	6126.3	8031.9	5874.5	5149.4	7516.3	5042.8	5270.7	5389.3	5000.3	4872.7	4350.4	4917.4	"acetyl-CoA carboxylase biotin carboxyl carrier protein subunit///acetyl-CoA carboxylase biotin carboxyl carrier protein subunit///acetyl CoA carboxylase, BCCP subunit///acetyl-CoA carboxylase biotin carboxyl carrier protein subunit"	"accB///accB///accB///ECs4127"	"1040393///958692///947758///916025"								"b3255"			"NC_004431.1 (3828635..3829105)///NC_002655.2 (4207614..4208084)///NC_000913.2 (3403458..3403928)///NC_002695.1 (4140396..4140866)"		"biotin carboxyl carrier protein biosynthetic process"			"GO:0042966"	
"accC_b3256_at"	"accC"	2954.2	3052	3178	2904.2	2893.1	1848.5	2372	2545.5	2883.8	2169.4	2073.1	1628.8	1806.7	1789.6	1614.2	"acetyl-CoA carboxylase biotin carboxylase subunit///acetyl-CoA carboxylase biotin carboxylase subunit///acetyl-CoA carboxylase, biotin carboxylase subunit///acetyl-CoA carboxylase biotin carboxylase subunit"	"accC///accC///accC///ECs4128"	"1040394///958693///947761///916024"								"b3256"			"NC_004431.1 (3829116..3830465)///NC_002655.2 (4208095..4209444)///NC_000913.2 (3403939..3405288)///NC_002695.1 (4140877..4142226)"			"cytoplasm"			"GO:0005737"
"accD_b2316_at"	"accD"	4840.5	5088.7	4369.6	4258.1	3953.1	4768.3	5426.5	4739	4837.8	5278.4	4296.5	4154.2	3661.4	3710.9	4131.4	"acetyl-CoA carboxylase subunit beta///acetyl-CoA carboxylase, beta (carboxyltransferase) subunit///acetyl-CoA carboxylase subunit beta"	"accD///accD///ECs3200"	"957472///946796///916908"								"b2316"			"NC_002655.2 (3229321..3230235, complement)///NC_000913.2 (2431034..2431948, complement)///NC_002695.1 (3159365..3160279, complement)"			"cytoplasm"			"GO:0005737"
"aceA_b4015_at"	"aceA"	3985.1	4374.8	3000.3	4027.3	5088.1	14227.2	12257.8	12777.6	10502.6	18205.7	14827.8	28986.6	22535.8	26371	33682.1	"isocitrate lyase///isocitrate lyase"	"aceA///aceA"	"1039771///948517"								"b4015"			"NC_004431.1 (4748281..4749600)///NC_000913.2 (4215132..4216436)"		"glyoxylate cycle"	"cytoplasm"		"GO:0006097"	"GO:0005737"
"aceB_b4014_at"	"aceB"	5183.9	6498.7	4175.3	5602.4	8620.3	12948.5	11159.6	11995.5	7905.6	17096.8	13519.7	28247.5	20467.3	22818.6	30200.3	"malate synthase///malate synthase///malate synthase A///malate synthase"	"aceB///aceB///aceB///ECs4932"	"1039772///960116///948512///914847"								"b4014"			"NC_004431.1 (4746647..4748266)///NC_002655.2 (5092622..5094223)///NC_000913.2 (4213501..4215102)///NC_002695.1 (5023878..5025479)"		"glyoxylate cycle"	"cytoplasm"		"GO:0006097"	"GO:0005737"
"aceE_b0114_at"	"aceE"	8763.6	7380.6	7173.6	7299.4	11445.7	7046.7	6841.8	13507.7	10314	11350.9	10607.9	5682.1	5912.4	6321.5	5641.3	"pyruvate dehydrogenase subunit E1///pyruvate dehydrogenase subunit E1///pyruvate dehydrogenase, decarboxylase component E1, thiamin-binding///pyruvate dehydrogenase subunit E1"	"aceE///aceE///aceE///aceE"	"1040471///956809///944834///913657"								"b0114"			"NC_004431.1 (133364..136027)///NC_002655.2 (127507..130170)///NC_000913.2 (123017..125680)///NC_002695.1 (127506..130169)"		"acetyl-CoA biosynthetic process from pyruvate///anaerobic respiration///carbohydrate catabolic process///glycolysis///glyoxylate catabolic process"			"GO:0006086///GO:0009061///GO:0016052///GO:0006096///GO:0009436"	
"aceF_b0115_at"	"aceF"	6022.8	5280.2	5063.3	5472.6	6708.5	4840.4	5588.7	9165.1	6517.6	8309.8	7310.1	4225.3	3836.7	4167.1	4000.4	"dihydrolipoamide acetyltransferase///pyruvate dehydrogenase, dihydrolipoyltransacetylase component E2///dihydrolipoamide acetyltransferase"	"aceF///aceF///aceF"	"956812///944794///913659"								"b0115"			"NC_002655.2 (130185..132077)///NC_000913.2 (125695..127587)///NC_002695.1 (130184..132076)"		"acetyl-CoA biosynthetic process from pyruvate///anaerobic respiration///carbohydrate catabolic process///glycolysis///glyoxylate catabolic process"			"GO:0006086///GO:0009061///GO:0016052///GO:0006096///GO:0009436"	
"aceK_b4016_at"	"aceK"	496.7	592.2	554.5	712.4	714.4	944	992.9	846.6	914.4	1404.5	1159	2580.6	1917.4	2307	2182.6	"bifunctional isocitrate dehydrogenase kinase/phosphatase///isocitrate dehydrogenase kinase/phosphatase///bifunctional isocitrate dehydrogenase kinase/phosphatase"	"aceK///aceK///aceK"	"960114///944797///914849"								"b4016"			"NC_002655.2 (5095741..5097477)///NC_000913.2 (4216619..4218355)///NC_002695.1 (5026997..5028733)"		"cellular protein modification process///glyoxylate cycle"			"GO:0006464///GO:0006097"	
"ackA_b2296_at"	"ackA"	3664.6	3792.3	3763.1	3333.4	4214.1	4690.6	4082.9	4936.7	4522.8	5799	5091.9	4276.2	3887.6	4313.1	4118.4	"acetate kinase///acetate kinase///acetate kinase A and propionate kinase 2///acetate kinase"	"ackA///ackA///ackA///ECs3180"	"1038381///958184///946775///916888"								"b2296"			"NC_004431.1 (2695973..2697175)///NC_002655.2 (3209596..3210798)///NC_000913.2 (2411492..2412694)///NC_002695.1 (3139641..3140843)"		"acetate catabolic process///carbohydrate catabolic process///cellular amino acid catabolic process///pyruvate catabolic process"	"cytoplasm"		"GO:0045733///GO:0016052///GO:0009063///GO:0042867"	"GO:0005737"
"acnA_b1276_at"	"acnA"	765.8	638.1	722.6	650.1	954.3	709.4	833.4	1022.9	806.5	1195.2	1149.7	1762.2	1325.5	1327	1428.3	"aconitate hydratase///aconitate hydratase///aconitate hydratase 1///aconitate hydratase"	"acnA///acnA///acnA///ECs1849"	"1035529///961382///946724///912815"								"b1276"			"NC_004431.1 (1580128..1582803)///NC_002655.2 (2247963..2250638, complement)///NC_000913.2 (1333855..1336530)///NC_002695.1 (1836538..1839213)"		"anaerobic respiration///tricarboxylic acid cycle"			"GO:0009061///GO:0006099"	
"acnB_b0118_at"	"acnB"	5129.3	3232.8	3486.5	4578.6	3158.4	3983.4	5096.9	5627.5	8414.7	6846.8	6434.4	7190.9	5605.8	7137.6	4745.9	"bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase///bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase///bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase"	"acnB///acnB///ECs0122"	"956815///944864///913670"								"b0118"			"NC_002655.2 (135988..138585)///NC_000913.2 (131615..134212)///NC_002695.1 (135987..138584)"		"aerobic respiration///anaerobic respiration///tricarboxylic acid cycle"			"GO:0009060///GO:0009061///GO:0006099"	
"acpD_b1412_at"	"azoR"	723.7	706.1	553.2	663	664.3	612.8	660.8	693.9	550.9	625.1	473.3	604.6	530.6	465.6	423.8	"NADH-azoreductase, FMN-dependent"	"azoR"	947569								"b1412"			"NC_000913.2 (1480279..1480884, complement)"						
"acpP_b1094_at"	"acpP"	52014	33607.3	39900.7	39258.9	44806.3	21920.4	20862.4	19118.7	25078	18413	18422.8	17434.7	15431.4	15438.5	18699.7	"acyl carrier protein///acyl carrier protein///acyl carrier protein (ACP)///acyl carrier protein"	"acpP///acpP///acpP///acpP"	"1035063///959438///944805///912360"								"b1094"			"NC_004431.1 (1295117..1295353)///NC_002655.2 (1595796..1596032)///NC_000913.2 (1150838..1151074)///NC_002695.1 (1510710..1510946)"		"acyl-carrier-protein biosynthetic process"			"GO:0042967"	
"acpS_b2563_at"	"acpS"	1500.2	1159	1330.7	1721.9	1840.1	1611.5	1459.2	1604	1444.2	1874.4	1678.6	1574.8	1619.6	1192.8	1540.5	"holo-[acyl-carrier-protein] synthase 1"	"acpS"	947037								"b2563"			"NC_000913.2 (2698640..2699020, complement)"			"cytoplasm"			"GO:0005737"
"acrA_b0463_at"	"acrA"	2415.2	3387.6	3302.2	2413.3	4086.2	4041.2	2420.3	3713.9	1937.3	2397.4	3282.5	3078.4	2917.9	3231.1	2358.7	"acriflavin resistance protein A///acridine efflux pump///multidrug efflux system///acridine efflux pump"	"acrA///acrA///acrA///ECs0516"	"1035417///957439///945112///914620"								"b0463"			"NC_004431.1 (559076..560305, complement)///NC_002655.2 (550494..551687, complement)///NC_000913.2 (483650..484843, complement)///NC_002695.1 (550491..551684, complement)"		"response to drug"	"organelle inner membrane///peptidoglycan-based cell wall"		"GO:0042493"	"GO:0019866///GO:0009274"
"acrB_b0462_at"	"acrB"	1865.9	2018.7	2263.7	1928.9	2234.1	1725.2	1731.4	1797.5	2029.8	1797.6	1898.9	1859.8	1811.7	1518.5	1437.7	"acriflavin resistance protein B///acridine efflux pump///multidrug efflux system protein///acridine efflux pump"	"acrB///acrB///acrB///ECs0515"	"1035438///957438///945108///914619"								"b0462"			"NC_004431.1 (555904..559053, complement)///NC_002655.2 (547322..550471, complement)///NC_000913.2 (480478..483627, complement)///NC_002695.1 (547319..550468, complement)"		"response to drug"	"organelle inner membrane///peptidoglycan-based cell wall"		"GO:0042493"	"GO:0019866///GO:0009274"
"acrD_b2470_at"	"acrD"	314.4	513.2	628.1	535.9	453	431.3	263.7	358.6	222.5	367	121.2	220.3	80.7	225.3	312.2	"aminoglycoside/multidrug efflux system///aminoglycoside/multidrug efflux system///aminoglycoside/multidrug efflux system///aminoglycoside/multidrug efflux system"	"acrD///acrD///acrD///ECs3332"	"1038650///957725///945464///915267"								"b2470"			"NC_004431.1 (2858361..2861474)///NC_002655.2 (3373553..3376666)///NC_000913.2 (2585617..2588730)///NC_002695.1 (3303719..3306832)"		"response to drug"	"organelle inner membrane///peptidoglycan-based cell wall"		"GO:0042493"	"GO:0019866///GO:0009274"
"acrE_b3265_at"	"acrE"	18.3	25	31.3	41.1	29.1	29.5	21.8	15.3	52.7	20	31.4	13.6	27.8	26.6	25	"acriflavin resistance protein E///transmembrane protein affects septum formation and cell membrane permeability///cytoplasmic membrane lipoprotein///transmembrane protein affects septum formation and cell membrane permeability"	"acrE///acrE///acrE///ECs4137"	"1040443///958709///947706///916015"								"b3265"			"NC_004431.1 (3845632..3846789)///NC_002655.2 (4216041..4217198)///NC_000913.2 (3411886..3413043)///NC_002695.1 (4148823..4149980)"			"organelle inner membrane///peptidoglycan-based cell wall"			"GO:0019866///GO:0009274"
"acrF_b3266_at"	"acrF_2"	12	11.9	20.5	17.2	18.3	19.3	14.4	8.1	30.1	21.4	24.1	27.6	18.4	17.9	17.9	"hypothetical protein///multidrug efflux system protein"	"acrF_2///acrF"	"958537///947768"								"b3266"			"NC_002655.2 (4219127..4220359)///NC_000913.2 (3413055..3416159)"		"response to drug"	"organelle inner membrane///peptidoglycan-based cell wall"		"GO:0042493"	"GO:0019866///GO:0009274"
"acrR_b0464_at"	"acrR"	379.1	578.2	950.8	639.5	255.3	899.6	647	353.8	480.7	595.1	671.2	536.4	563.4	639.2	245	"DNA-binding transcriptional repressor AcrR///DNA-binding transcriptional repressor AcrR///DNA-binding transcriptional repressor///AcrR family transcriptional regulator"	"acrR///acrR///acrR///ECs0517"	"1035995///957440///945516///914621"								"b0464"			"NC_004431.1 (560411..561058)///NC_002655.2 (551829..552476)///NC_000913.2 (484985..485632)///NC_002695.1 (551826..552473)"	"transcription repressor activity"	"response to drug"	"cytoplasm"	"GO:0016564"	"GO:0042493"	"GO:0005737"
"acs_b4069_at"	"acs"	686.7	592.8	492.8	636.3	661.5	4268.8	2876.4	4496.6	3377.1	8362.2	7031.2	14023.1	9739.3	11357.2	13506.3	"acetyl-CoA synthetase///acetyl-CoA synthetase///acetyl-CoA synthetase///acetyl-CoA synthetase"	"acs///acs///acs///ECs5051"	"1039151///960055///948572///914284"								"b4069"			"NC_004431.1 (4838698..4840656, complement)///NC_002655.2 (5168547..5170505, complement)///NC_000913.2 (4283436..4285394, complement)///NC_002695.1 (5138562..5140520, complement)"		"acetate catabolic process///carbohydrate catabolic process"			"GO:0045733///GO:0016052"	
"ada_b2213_at"	"ada"	1069.5	669.9	1094.2	493.1	440.5	1095.2	823	574.9	637.7	858.5	701.2	835.5	768.9	919.2	1039.1	"O6-methylguanine-DNA methyltransferase; transcription activator/repressor///fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase///O6-methylguanine-DNA methyltransferase"	"ada///ada///ECs3102"	"957191///946710///916808"								"b2213"			"NC_002655.2 (3113597..3114661, complement)///NC_000913.2 (2307363..2308427, complement)///NC_002695.1 (3042328..3043392, complement)"	"transcription activator activity///transcription repressor activity"	"DNA repair"	"cytoplasm"	"GO:0016563///GO:0016564"	"GO:0006281"	"GO:0005737"
"add_b1623_at"	"add"	408.7	535.4	783	571.4	396.5	564.5	623.4	575.8	590	562.4	415.9	748.7	434.5	756.6	779.3	"adenosine deaminase///adenosine deaminase///adenosine deaminase///adenosine deaminase"	"add///add///add///ECs2331"	"1036085///961573///945851///913624"								"b1623"			"NC_004431.1 (1862754..1863755)///NC_002655.2 (2377149..2378150)///NC_000913.2 (1700257..1701258)///NC_002695.1 (2301862..2302863)"		"nucleobase-containing small molecule interconversion"			"GO:0015949"	
"adhC_b0356_at"	"frmA"	1368.5	1808.5	1974.2	1533.5	1951.1	1871.3	1800.9	1510	866.5	2002.9	1692.5	2009.1	1651.8	2119.3	1801.4	"alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase"	"frmA"	944988								"b0356"			"NC_000913.2 (377686..378795, complement)"		"fermentation"	"cytoplasm"		"GO:0006113"	"GO:0005737"
"adhE_b1241_at"	"adhE"	3834	3294.2	3012.2	3450.7	6019.8	4953.8	5738.3	2831.6	2230.1	3327.6	3390	4048.5	3499.1	4301.7	4195.6	"bifunctional acetaldehyde-CoA/alcohol dehydrogenase///bifunctional acetaldehyde-CoA/alcohol dehydrogenase///fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase///bifunctional acetaldehyde-CoA/alcohol dehydrogenase"	"adhE///adhE///adhE///ECs1741"	"1035487///960491///945837///913110"								"b1241"			"NC_004431.1 (1540572..1543247, complement)///NC_002655.2 (1831425..1834100, complement)///NC_000913.2 (1294669..1297344, complement)///NC_002695.1 (1739489..1742164, complement)"		"fermentation"			"GO:0006113"	
"adhP_b1478_at"	"adhP"	403.1	477	673.4	494.2	221.5	750	692.8	600.6	647.1	1075.1	996.1	1796.7	1318.5	2263.4	2263.6	"ethanol-active dehydrogenase/acetaldehyde-active reductase"	"adhP"	946036								"b1478"			"NC_000913.2 (1550852..1551862, complement)"		"anaerobic respiration"			"GO:0009061"	
"adiA_b4117_at"	"adiA"	22.4	80.8	57.5	98.1	23.2	48.3	15	35.2	41.1	43.3	130.4	82.9	79.9	124.5	109.7	"biodegradative arginine decarboxylase///biodegradative arginine decarboxylase///arginine decarboxylase///biodegradative arginine decarboxylase"	"adiA///adiA///adiA///ECs5099"	"1037903///960007///948638///914235"								"b4117"			"NC_004431.1 (4896801..4899071, complement)///NC_002655.2 (5222688..5224958, complement)///NC_000913.2 (4336277..4338544, complement)///NC_002695.1 (5192703..5194973, complement)"		"cellular amino acid catabolic process"			"GO:0009063"	
"adiY_b4116_at"	"adiY"	90.1	84.1	96.6	86	113.5	64.5	11.4	56.8	83.6	109.8	119.9	77.4	81.3	112.7	99.9	"regulatory protein adiY///AraC family transcriptional regulator///DNA-binding transcriptional activator///AraC family transcriptional regulator"	"adiY///adiY///adiY///ECs5098"	"1037907///960008///948627///914236"								"b4116"			"NC_004431.1 (4895704..4896465, complement)///NC_002655.2 (5221602..5222363, complement)///NC_000913.2 (4335191..4335952, complement)///NC_002695.1 (5191617..5192378, complement)"	"transcription activator activity"			"GO:0016563"		
"adk_b0474_at"	"adk"	6438.1	7440.4	6869.1	6784.9	6989.1	4232.9	4647.1	6308.8	4995.8	5414.5	5155.3	3757.1	4862.8	3071.7	2960.2	"adenylate kinase///adenylate kinase///adenylate kinase"	"adk///adk///adk"	"957450///945097///914631"								"b0474"			"NC_002655.2 (563073..563717)///NC_000913.2 (496399..497043)///NC_002695.1 (563070..563714)"		"nucleobase-containing small molecule interconversion///purine ribonucleotide biosynthetic process"	"cytoplasm"		"GO:0015949///GO:0009152"	"GO:0005737"
"aefA_b0465_at"	"aefA"	1122.9	1314.4	1178.2	1660.5	1076.9	1009.8	772.9	957.4	2025.6	876.6	1731.8	1114.4	1594	948	880	"potassium efflux protein KefA///potassium efflux protein KefA///fused conserved protein///potassium efflux protein KefA"	"aefA///aefA///kefA///ECs0518"	"1035456///957441///945132///914622"								"b0465"			"NC_004431.1 (561186..564548)///NC_002655.2 (552604..555966)///NC_000913.2 (485760..489122)///NC_002695.1 (552601..555963)"			"organelle inner membrane///peptidoglycan-based cell wall"			"GO:0019866///GO:0009274"
"aer_b3072_at"	"aer"	1480.8	1318.5	1768.4	2630.9	1644.9	2926.6	3218.5	3397.9	3169.8	3046.6	2614.2	3028.5	3068.3	2691.7	2337.8	"aerotaxis sensor receptor, flavoprotein///fused signal transducer for aerotaxis sensory component/methyl accepting chemotaxis component///aerotaxis sensor receptor"	"aer///aer///ECs3954"	"958561///945301///916215"								"b3072"			"NC_002655.2 (4024402..4025922, complement)///NC_000913.2 (3215578..3217098, complement)///NC_002695.1 (3957087..3958607, complement)"		"carbohydrate catabolic process///taxis"	"organelle inner membrane"		"GO:0016052///GO:0042330"	"GO:0019866"
"AFFX-BioB-5_at"	"--Control"	3357.3	3334.7	5541	3642.3	2753.7	4302.9	3245.8	3734.8	5624.3	5117.4	4506	3857.5	4210	3756.2	4074.6												"--Control"								
"AFFX-BioC-3_at"	"--Control"	230.1	488.8	733.4	552.1	53.2	1507	950.6	1255.1	1698.3	1555.6	2989.5	2613.3	3625.5	3619.6	2550.4												"--Control"								
"AFFX-CreX-3_at"	"--Control"	13.4	20.6	42.5	24.3	15.2	21.9	15.9	11	35.2	23.2	19	18.2	22.9	18.8	17.3												"--Control"								
"AFFX-CreX-5_at"	"--Control"	4.3	11.7	11.3	15.3	15.4	13.5	13.2	14	23.1	12.9	11	9.7	20.9	22.1	13.6												"--Control"								
"AFFX-DapX-3_at"	"--Control"	9.3	12.5	35.6	7.3	60.5	24.3	13.7	9.2	42	6.5	14.2	13.5	26.4	28.5	16.5												"--Control"								
"AFFX-DapX-5_at"	"--Control"	41	26.8	61.8	27.7	13.1	26.3	23.1	20.1	27.7	23.6	14.3	15.8	18.6	23.3	28.4												"--Control"								
"AFFX-DapX-M_at"	"--Control"	5.8	4.7	16.3	9.2	18.4	5.7	8.1	5.5	11.7	12.6	6.4	8.2	7.4	10.5	5.7												"--Control"								
"AFFX-HXB2_3_at"	"--Control"	99.8	52.5	98.8	60.9	39.3	50.7	44	30.3	110.8	58.4	54.7	61.5	46.5	71	50.3												"--Control"								
"AFFX-HXB2_5_at"	"--Control"	65.7	40.4	87.4	54.6	18.4	6	9.5	28.5	100.3	21	32.5	70.9	50.4	12	12.2												"--Control"								
"AFFX-HXB2_M_at"	"--Control"	91.7	22.1	98.5	77	8.6	53.6	32.6	60	191.2	30.1	113.8	62.4	107.4	56.9	56.1												"--Control"								
