5-amino-6-(D-ribitylamino)uracil	(5-amino-6-(D-ribitylamino)uracil 6-(1-D-ribitylamino)-5-amino-2,4-dihydroxypyrimidine 5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione ARP 6-(1-D-ribitylamino)-5-aminouracil 5-amino-6-(1-D-ribitylamino)pyrimidine-2,4(1H,3H)-dione)	AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	C9H16N4O6	(C(O)C(O)C(O)C(O)CNC1(NC(=O)NC(=O)C(N)=1))
pimelate	(pimelate heptanedioate 6-carboxyhexanoate pimelic acid)	CPD-205	C7H10O4	(C([O-])(=O)CCCCCC([O-])=O)
2,3-dehydroadipyl-CoA	(2,3-dehydroadipyl-CoA cis-2,3-dehydroadipyl-CoA)	CPD0-2365	C27H37N7O19P3S1	(CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C=CCCC(=O)[O-])COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])
1,6-anhydrous-N-Acetylmuramyl-tripeptide	(1,6-anhydrous-N-Acetylmuramyl-tripeptide)	CPD0-2284	C26H41N5O14	(CC(C(NC(CCC([O-])=O)C(=O)NC(CCCC(C(=O)[O-])[N+])C([O-])=O)=O)NC(C(OC1(C(C(OCC1NC(=O)C)CO)O))C)=O)
arsenite	(arsenite As(OH)<sub>3</sub> arsenic trioxide arsenic oxide arsenic (III) oxide arsenous trioxide arsenic sesquioxide arsenous oxide white arsenic diarsenic trioxide crude arsenic arsenious oxide arsenic (III) trioxide arsenous anhydride arsenolite arsenous acid anhydride arsenous oxide anhydride arsodent claudelite clauditite arsenicum album diarsonic trioxide diarsenic oxide)	CPD-763	H2O3As1	([As](O)([O-])O)
linear dimeric GMP	(linear dimeric GMP l-di-GMP 5'pGpG 5'-phosphoguanylyl(3'->5')guanosine)	L-DI-GMP	C20H23N10O15P2	(C(OP([O-])(OC1(C(COP([O-])([O-])=O)OC(C(O)1)N3(C=NC2(C(=O)NC(N)=NC=23))))=O)C4(OC(C(O)C(O)4)N6(C=NC5(C(=O)NC(N)=NC=56))))
acivicin	(acivicin)	CPD0-1036	C5H7N2O3Cl1	(C1(CC(ON=1)C(C([O-])=O)[N+])Cl)
&alpha;-ribazole	(&alpha;-ribazole N1-(&alpha;-D-ribosyl)-5,6-dimethylbenzimidazole)	ALPHA-RIBAZOLE	C14H18N2O4	(CC1(C(C)=CC2(N(C=NC(C=1)=2)C3(C(C(C(O3)CO)O)O))))
glycylsarcosine	(glycylsarcosine N-Glycylsarcosine Gly-Sar)	CPD0-1914	C5H10N2O3	(CN(C(=O)C[N+])CC(=O)[O-])
ferroxamine	(ferroxamine)	CPD0-2124	C25H45N6O8Fe1	(CC(=O)N2(O[Fe+++]1(ON(CCCCCNC(=O)CCC(=O)N(O1)CCCCCN)C(=O)CCC(=O)NCCCCC2)))
4-hydroxy-2-oxopentanoate	(4-hydroxy-2-oxopentanoate HKP 4-hydroxy-2-keto-pentanoic acid 4-hydroxy-2-ketovaleric acid 4-hydroxy-2-oxo-valeric acid 4-hydroxy-2-oxo-pentanoic acid 4-hydroxy-2-oxovaleric acid 2-oxo-4-hydroxyvalerate 4-hydroxy-2-ketovalerate 4-hydroxy-2-oxo-valerate 2-oxo-4<i>S</i>-hydroxypentanoate)	4-HYDROXY-2-KETOVALERATE	C5H7O4	(CC(O)CC(=O)C([O-])=O)
2-amino-4-hydroxy-6-(L-<i>threo</i>-trihydroxypropyl)-7,8-dihydropteridine	(2-amino-4-hydroxy-6-(L-<i>threo</i>-trihydroxypropyl)-7,8-dihydropteridine 2-amino-4-hydroxy-6-(L-threo-1,2,3-trihydroxypropyl)-7,8-dihydropteridine)	CPD0-2057	C10H15N5O3	(CC(C(CO)O)C1(CNC2(N=C(N)NC(C(N=1)=2)=O)))
ethyl-(2R)-methyl-(3S)-hydroxybutanoate	(ethyl-(2R)-methyl-(3S)-hydroxybutanoate)	ETHYL-2R-METHYL-3S-HYDROXYBUTANOATE	C7H14O3	(CCOC(=O)C(C)C(C)O)
UDP-MurNAc-L-Ala-D-Glu-L-Lys-D-Ala-D-Ala	(UDP-MurNAc-L-Ala-D-Glu-L-Lys-D-Ala-D-Ala)	CPD0-1963	C40H64N10O25P2	(CC(C(NC(C(=O)[O-])C)=O)NC(=O)C(CCCC[N+])NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)C(C)OC3(C(O)C(CO)OC(OP(=O)([O-])OP([O-])(=O)OCC2(OC(N1(C(=O)NC(=O)C=C1))C(O)C(O)2))C(NC(=O)C)3))
(2<i>S</i>)-2-isopropylmalate	((2<i>S</i>)-2-isopropylmalate 3-hydroxy-4-methyl-3-carboxypentanoate 3-carboxy-3-hydroxy-4-methylpentanoate 3-carboxy-3-hydroxy-isocaproate &alpha;-isopropylmalate)	3-CARBOXY-3-HYDROXY-ISOCAPROATE	C7H10O5	(CC(C(O)(CC(=O)[O-])C([O-])=O)C)
trimethylamine <i>N</i>-oxide	(trimethylamine <i>N</i>-oxide trimethylamine N-oxide TMAO)	TRIMENTHLAMINE-N-O	C3H9N1O1	(CN(=O)(C)C)
cyanate	(cyanate cyanic acid hydrogen cyanate)	CPD-69	C1N1O1	(C([O-])#N)
L-2-amino-2-carboxyethane-sulfonamide	(L-2-amino-2-carboxyethane-sulfonamide)	CPD0-1540	C3H8N2O4S1	(C(S(=O)(=O)N)C(N)C(O)=O)
1-carboxymethylpyridinium	(1-carboxymethylpyridinium 2-pyridin-1-ium-1-ylacetic acid)	CPD0-1105	C7H7N1O2	(C1(=CC=CC=[N+]1CC([O-])=O))
(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate	((2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate (2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxo-nona-2,4-diene 1,9-dicarboxylate (2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-ketononadienedioic acid (2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-ketononadienedicarboxylate (2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-ketonona-2,4-dienedioate (2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxonona-2,4-dienedioate)	CPD-157	C9H8O6	(C([O-])(=O)CCC(=O)C=CC=C(C([O-])=O)O)
diimidotriphosphate	(diimidotriphosphate PNPNP)	CPD0-1438	H7N2O8P3	(N(P(NP(=O)(O)O)(O)=O)P(O)(=O)O)
4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A	(4'-&alpha;-L-Ara4<i>N</i>-&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A &alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-lipid II<sub>A</sub> L-Ara4N-modified (KDO)<sub>2</sub>-Lipid A)	L-ARA4N-MODIFIED-KDO2-LIPID-A	C120H218N4O45P2	(CCCCCCCCCCCCCC(OC(CCCCCCCCCCC)CC(=O)OC6(C(OP(=O)([O-])OC1(C(C(C(CO1)[N+])O)O))C(COC2(CC(C(C(O2)C(CO)O)O)OC3(CC(C(C(O3)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OC(OCC5(C(C(C(C(OP([O-])(=O)OC4(C(C(C(CO4)[N+])O)O))O5)NC(CC(CCCCCCCCCCC)O)=O)OC(CC(CCCCCCCCCCC)O)=O)O))C(NC(=O)CC(OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)6))=O)
D,L-cyclohexanephosphinothricin	(D,L-cyclohexanephosphinothricin CHPPT)	CPD0-1246	C8H15N1O4P1	(CP([O-])(=O)C1(CC(C(=O)[O-])([N+])CCC1))
DL-norvaline	(DL-norvaline 2-Aminovaleric acid DL-2-Aminopentanoic acid alpha-DL-Aminopentanoic acid Valeric acid, 2-amino-, DL- Pentanoic acid, 2-amino-, (S)- alpha-amino-N-valerate alpha-amino-N-valeric acid)	CPD0-1950	C5H11N1O2	(CCCC(C(=O)[OH])[NH2])
cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	(cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo))	CPD0-2202	C40H74O10P1	(CCCCCCC1(CC1CCCCCCCC(OCC(COP([O-])(=O)OCC(CO)O)OC(=O)CCCCCCCC2(CC(CCCCCC)2))=O))
kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA	(kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA)	CPD0-2257	C139H241N2O70P4	(CCCCCCCCCCCCCC(=O)OC(CC(OC8(C(C(OCC1(OC(OP(=O)([O-])[O-])C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C(O)1))OC(COC7(C(=O)[O-])(OC(C(OC4(C(O)C(OC3(C(O)C(O)C(OP([O-])(=O)[O-])C(C(O)COC2(C(O)C(O)C(O)C(C(O)CO)O2))O3))C(OP([O-])(=O)[O-])C(C(O)CO)O4))C(OC5(C(=O)[O-])(CC(C(O)C(C(O)CO)O5)OC6(C(=O)[O-])(CC(C(O)C(C(O)CO)O6)O)))C7)C(CO)O))C8OP([O-])([O-])=O)NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O))=O)CCCCCCCCCCC)
6-carboxy-5,6,7,8-tetrahydropterin	(6-carboxy-5,6,7,8-tetrahydropterin 6-carboxytetrahydropterin)	CPD0-1699	C7H8N5O3	(C1(NC2(N=C(N)NC(=O)C(NC1C(=O)[O-])=2)))
(<i>S</i>)-(+)-allantoin	((<i>S</i>)-(+)-allantoin <i>S</i>-allantoin)	S-ALLANTOIN	C4H6N4O3	(C1(NC(N)=O)(NC(=O)NC(=O)1))
&alpha;-oxo-1-carboxy-4-tetrahydrothiopyranpropanoate S-oxide	(&alpha;-oxo-1-carboxy-4-tetrahydrothiopyranpropanoate S-oxide &alpha;-oxo-1-carboxy-4-tetrahydrothiopyranpropanoic acid S-oxide)	CPD0-1524	C9H10O6S1	(C1(S(=O)CCC(CC(=O)C(=O)[O-])(C([O-])=O)C1))
histidinal	(histidinal L-histidinal)	HISTIDINAL	C6H10N3O1	(C1(=C(N=CN1)CC(C=O)[N+]))
