"process"	"stoichiometry"	"id"	"dir"
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "RBSA-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "RBSC-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "RBSB-MONOMER", "location": "p", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-28-CPLX", "location": "i", "form": "mature"}]	"ABC-28-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "SAPA-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "SAPB-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "SAPC-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "SAPD-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "SAPF-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-29-CPLX", "location": "i", "form": "mature"}]	"ABC-29-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "HISP-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "HISQ-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "ARGT-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "HISM-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-3-CPLX", "location": "i", "form": "mature"}]	"ABC-3-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "LIVK-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "LIVH-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "LIVG-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "LIVF-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "LIVM-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-304-CPLX", "location": "i", "form": "mature"}]	"ABC-304-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "SFUA-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "SFUB-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "SFUC-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-32-CPLX", "location": "i", "form": "mature"}]	"ABC-32-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "XYLG-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "XYLF-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "XYLH-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-33-CPLX", "location": "i", "form": "mature"}]	"ABC-33-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "UGPA-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "UGPB-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "UGPC-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "UGPE-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-34-CPLX", "location": "i", "form": "mature"}]	"ABC-34-CPLX_RXN"	1
"complexation"	[{"type": "proteincomplex", "coeff": -1.0, "molecule": "CPLX0-7656", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "CCMA-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "CCMB-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-35-CPLX", "location": "i", "form": "mature"}]	"ABC-35-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "ARTM-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "ARTI-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "ARTQ-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "ARTP-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "ARTJ-MONOMER", "location": "p", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-4-CPLX", "location": "i", "form": "mature"}]	"ABC-4-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YEHW-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YEHZ-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YEHX-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YEHY-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-40-CPLX", "location": "i", "form": "mature"}]	"ABC-40-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YEJA-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YEJB-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YEJE-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YEJF-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-41-CPLX", "location": "i", "form": "mature"}]	"ABC-41-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YJCX-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YJCV-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YJCW-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-42-CPLX", "location": "i", "form": "mature"}]	"ABC-42-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG12799-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "G7658-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YRBF-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YRBE-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7659-MONOMER", "location": "p", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-45-CPLX", "location": "i", "form": "mature"}]	"ABC-45-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YTFQ-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YJFF-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YTFR-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YTFT-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-46-CPLX", "location": "i", "form": "mature"}]	"ABC-46-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "YNJD-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YNJC-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-48-CPLX", "location": "i", "form": "mature"}]	"ABC-48-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YLID-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YLIA-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YLIB-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YLIC-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-49-CPLX", "location": "i", "form": "mature"}]	"ABC-49-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "BTUC-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "BTUD-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "EG12334-MONOMER", "location": "p", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-5-CPLX", "location": "i", "form": "mature"}]	"ABC-5-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YDCS-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YDCV-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YDCT-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YDCU-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-51-CPLX", "location": "i", "form": "mature"}]	"ABC-51-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YHDW-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YHDZ-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YHDY-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YHDX-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-52-CPLX", "location": "i", "form": "mature"}]	"ABC-52-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "YHBG-MONOMER", "location": "c", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7889-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "G7888-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-53-CPLX", "location": "i", "form": "mature"}]	"ABC-53-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "FTSX-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "FTSE-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-54-CPLX", "location": "i", "form": "mature"}]	"ABC-54-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YCJN-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YCJO-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YCJP-MONOMER", "location": "i", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-55-CPLX", "location": "i", "form": "mature"}]	"ABC-55-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "G6478-MONOMER", "location": "p", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YCBM-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YCBE-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-56-CPLX", "location": "i", "form": "mature"}]	"ABC-56-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -1.0, "molecule": "YBHS-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YBHR-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -2.0, "molecule": "YBHF-MONOMER", "location": "c", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-57-CPLX", "location": "i", "form": "mature"}]	"ABC-57-CPLX_RXN"	1
"complexation"	[{"type": "proteinmonomers", "coeff": -2.0, "molecule": "YDEX-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YDEY-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YDEZ-MONOMER", "location": "i", "form": "mature"}, {"type": "proteinmonomers", "coeff": -1.0, "molecule": "YNEA-MONOMER", "location": "p", "form": "mature"}, {"type": "proteincomplex", "coeff": 1.0, "molecule": "ABC-58-CPLX", "location": "i", "form": "mature"}]	"ABC-58-CPLX_RXN"	1
