# Generated by reconstruction/ecoli/scripts/protein_half_lives/convert_to_flat.py on Mon May  9 13:39:16 2022
"id"	"half_life (units.min)"
"EG10212-MONOMER"	226.0
"EG10215-MONOMER"	32.9
"EG10226-MONOMER"	5000.0
"EG10236-MONOMER"	306.7
"EG10237-MONOMER"	424.0
"EG10238-MONOMER"	5000.0
"EG10240-MONOMER"	2829.0
"EG10241-MONOMER"	5000.0
"EG10242-MONOMER"	25.7
"EG10255-MONOMER"	212.1
"EG10270-MONOMER"	113.3
"EG10271-MONOMER"	508.9
"EG10272-MONOMER"	232.7
"EG10280-MONOMER"	5000.0
"EG10284-MONOMER"	439.6
"EG10286-MONOMER"	5000.0
"EG10293-MONOMER"	5000.0
"EG10299-MONOMER"	204.2
"EG10300-MONOMER"	4673.8
"EG10302-MONOMER"	5000.0
"EG10306-MONOMER"	216.5
"EG10310-MONOMER"	243.5
"EG10321-MONOMER"	7.4
"EG10335-MONOMER"	377.5
"EG10339-MONOMER"	413.9
"EG10341-MONOMER"	135.2
"EG10346-MONOMER"	682.9
"EG10347-MONOMER"	83.2
"EG10355-MONOMER"	4048.0
"EG10360-MONOMER"	291.8
"EG10370-MONOMER"	375.8
"EG10374-MONOMER"	65.4
"EG10375-MONOMER"	58.0
"EG10381-MONOMER"	262.4
"EG10415-MONOMER"	405.9
"EG10416-MONOMER"	5000.0
"EG10423-MONOMER"	157.6
"EG10424-MONOMER"	231.6
"EG10434-MONOMER"	274.7
"EG10435-MONOMER"	279.4
"EG10436-MONOMER"	5000.0
"EG10437-MONOMER"	367.5
"EG10455-MONOMER"	812.5
"EG10458-MONOMER"	122.7
"EG10460-MONOMER"	5000.0
"EG10461-MONOMER"	4329.1
"EG10462-MONOMER"	221.5
"EG10463-MONOMER"	5000.0
"EG10466-MONOMER"	301.6
"EG10467-MONOMER"	407.6
"EG10490-MONOMER"	272.1
"EG10506-MONOMER"	577.0
"EG10529-MONOMER"	5000.0
"EG10530-MONOMER"	246.3
"EG10534-MONOMER"	115.7
"EG10542-MONOMER"	587.8
"EG10544-MONOMER"	5000.0
"EG10559-MONOMER"	5000.0
"EG10570-MONOMER"	421.7
"EG10596-MONOMER"	5000.0
"EG10597-MONOMER"	740.3
"EG10598-MONOMER"	2845.8
"EG10599-MONOMER"	5000.0
"EG10600-MONOMER"	1805.7
"EG10603-MONOMER"	374.8
"EG10606-MONOMER"	5000.0
"EG10608-MONOMER"	1718.3
"EG10611-MONOMER"	167.7
"EG10612-MONOMER"	48.5
"EG10613-MONOMER"	439.6
"EG10618-MONOMER"	784.3
"EG10625-MONOMER"	114.2
"EG10651-MONOMER"	161.3
"EG10657-MONOMER"	205.2
"EG10658-MONOMER"	505.3
"EG10665-MONOMER"	171.8
"EG10666-MONOMER"	5000.0
"EG10667-MONOMER"	620.6
"EG10669-MONOMER"	103.4
"EG10671-MONOMER"	92.8
"EG10673-MONOMER"	5000.0
"EG10680-MONOMER"	299.8
"EG10684-MONOMER"	5000.0
"EG10686-MONOMER"	3668.3
"EG10687-MONOMER"	123.9
"EG10694-MONOMER"	229.8
"EG10695-MONOMER"	999.9
"EG10696-MONOMER"	1323.6
"EG10697-MONOMER"	241.4
"EG10698-MONOMER"	727.5
"EG10735-MONOMER"	167.5
"EG10743-MONOMER"	220.3
"EG10746-MONOMER"	676.0
"EG10748-MONOMER"	211.8
"EG10757-MONOMER"	364.3
"EG10758-MONOMER"	5000.0
"EG10760-MONOMER"	1280.8
"EG10762-MONOMER"	5000.0
"EG10776-MONOMER"	195.8
"EG10780-MONOMER"	70.4
"EG10785-MONOMER"	5000.0
"EG10786-MONOMER"	608.3
"EG10823-MONOMER"	200.0
"EG10836-MONOMER"	31.6
"EG10837-MONOMER"	5000.0
"EG10844-MONOMER"	268.4
"EG10845-MONOMER"	727.0
"EG10854-MONOMER"	135.5
"EG10855-MONOMER"	570.2
"EG10856-MONOMER"	1307.2
"EG10859-MONOMER"	587.1
"EG10864-MONOMER"	271.0
"EG10865-MONOMER"	185.2
"EG10866-MONOMER"	219.3
"EG10867-MONOMER"	305.2
"EG10868-MONOMER"	286.0
"EG10869-MONOMER"	157.5
"EG10870-MONOMER"	74.6
"EG10871-MONOMER"	203.2
"EG10872-MONOMER"	125.7
"EG10873-MONOMER"	907.9
"EG10874-MONOMER"	1013.1
"EG10875-MONOMER"	138.4
"EG10876-MONOMER"	181.0
"EG10877-MONOMER"	242.2
"EG10878-MONOMER"	132.4
"EG10879-MONOMER"	126.2
"EG10880-MONOMER"	207.7
"EG10881-MONOMER"	117.3
"EG10882-MONOMER"	173.5
"EG10883-MONOMER"	186.9
"EG10884-MONOMER"	239.4
"EG10885-MONOMER"	134.8
"EG10886-MONOMER"	125.4
"EG10889-MONOMER"	204.1
"EG10891-MONOMER"	122.4
"EG10892-MONOMER"	144.6
"EG10899-MONOMER"	96.7
"EG10900-MONOMER"	181.0
"EG10901-MONOMER"	144.6
"EG10902-MONOMER"	162.6
"EG10903-MONOMER"	183.0
"EG10904-MONOMER"	158.4
"EG10905-MONOMER"	163.7
"EG10906-MONOMER"	180.1
"EG10907-MONOMER"	172.1
"EG10908-MONOMER"	159.1
"EG10909-MONOMER"	120.5
"EG10910-MONOMER"	163.1
"EG10911-MONOMER"	132.5
"EG10912-MONOMER"	138.7
"EG10913-MONOMER"	143.0
"EG10914-MONOMER"	36.4
"EG10916-MONOMER"	129.5
"EG10917-MONOMER"	196.7
"EG10918-MONOMER"	152.3
"EG10919-MONOMER"	531.8
"EG10926-MONOMER"	263.3
"EG10942-MONOMER"	5000.0
"EG10943-MONOMER"	210.0
"EG10950-MONOMER"	5000.0
"EG10955-MONOMER"	651.0
"EG10956-MONOMER"	577.5
"EG10968-MONOMER"	5000.0
"EG10973-MONOMER"	305.9
"EG10975-MONOMER"	592.6
"EG10977-MONOMER"	193.3
"EG10983-MONOMER"	107.0
"EG10985-MONOMER"	358.8
"EG10996-MONOMER"	5000.0
"EG11003-MONOMER"	321.0
"EG11007-MONOMER"	5000.0
"EG11008-MONOMER"	431.0
"EG11009-MONOMER"	364.2
"EG11013-MONOMER"	193.3
"EG11022-MONOMER"	5000.0
"EG11033-MONOMER"	154.1
"EG11058-MONOMER"	98.3
"EG11061-MONOMER"	355.7
"EG11062-MONOMER"	521.6
"EG11063-MONOMER"	562.6
"EG11064-MONOMER"	5000.0
"EG11072-MONOMER"	5000.0
"EG11073-MONOMER"	428.5
"EG11081-MONOMER"	628.4
"EG11083-MONOMER"	277.5
"EG11085-MONOMER"	1765.8
"EG11089-MONOMER"	244.8
"EG11091-MONOMER"	300.9
"EG11092-MONOMER"	78.1
"EG11093-MONOMER"	5000.0
"EG11096-MONOMER"	287.8
"EG11097-MONOMER"	5000.0
"EG11098-MONOMER"	5000.0
"EG11100-MONOMER"	126.4
"EG11117-MONOMER"	196.3
"EG11118-MONOMER"	269.1
"EG11119-MONOMER"	237.0
"EG11121-MONOMER"	13.9
"EG11125-MONOMER"	287.3
"EG11126-MONOMER"	279.1
"EG11128-MONOMER"	105.9
"EG11137-MONOMER"	393.9
"EG11140-MONOMER"	44.5
"EG11151-MONOMER"	42.6
"EG11152-MONOMER"	525.5
"EG11153-MONOMER"	209.3
"EG11160-MONOMER"	257.3
"EG11164-MONOMER"	45.6
"EG11165-MONOMER"	651.0
"EG11171-MONOMER"	264.6
"EG11178-MONOMER"	431.4
"EG11182-MONOMER"	287.8
"EG11183-MONOMER"	5000.0
"EG11192-MONOMER"	310.5
"EG11195-MONOMER"	5000.0
"EG11214-MONOMER"	132.5
"EG11217-MONOMER"	151.6
"EG11232-MONOMER"	125.8
"EG11235-MONOMER"	93.2
"EG11238-MONOMER"	560.3
"EG11239-MONOMER"	136.8
"EG11244-MONOMER"	669.6
"EG11246-MONOMER"	5000.0
"EG11252-MONOMER"	651.0
"EG11254-MONOMER"	5000.0
"EG11255-MONOMER"	217.8
"EG11259-MONOMER"	145.6
"EG11261-MONOMER"	607.3
"EG11268-MONOMER"	467.9
"EG11288-MONOMER"	622.9
"EG11291-MONOMER"	5000.0
"EG11292-MONOMER"	279.4
"EG11293-MONOMER"	269.0
"EG11294-MONOMER"	5000.0
"EG11296-MONOMER"	1229.4
"EG11305-MONOMER"	16.2
"EG11306-MONOMER"	28.6
"EG11320-MONOMER"	1881.9
"EG11344-MONOMER"	1233.5
"EG11354-MONOMER"	229.3
"EG11378-MONOMER"	152.9
"EG11383-MONOMER"	430.0
"EG11384-MONOMER"	5000.0
"EG11385-MONOMER"	1458.9
"EG11390-MONOMER"	443.0
"EG11391-MONOMER"	113.9
"EG11396-MONOMER"	274.9
"EG11398-MONOMER"	1224.4
"EG11401-MONOMER"	150.1
"EG11404-MONOMER"	522.4
"EG11413-MONOMER"	2042.0
"EG11415-MONOMER"	6.5
"EG11436-MONOMER"	2086.8
"EG11441-MONOMER"	371.1
"EG11447-MONOMER"	385.0
"EG11470-MONOMER"	721.5
"EG11500-MONOMER"	5000.0
"EG11505-MONOMER"	44.5
"EG11506-MONOMER"	757.6
"EG11507-MONOMER"	189.4
"EG11508-MONOMER"	31.6
"EG11516-MONOMER"	14.7
"EG11517-MONOMER"	25.0
"EG11529-MONOMER"	5000.0
"EG11549-MONOMER"	854.3
"EG11554-MONOMER"	3233.7
"EG11569-MONOMER"	370.8
"EG11578-MONOMER"	147.1
"EG11580-MONOMER"	174.4
"EG11601-MONOMER"	5000.0
"EG11603-MONOMER"	5000.0
"EG11619-MONOMER"	530.0
"EG11620-MONOMER"	381.1
"EG11644-MONOMER"	184.6
"EG11645-MONOMER"	172.4
"EG11649-MONOMER"	179.9
"EG11659-MONOMER"	301.7
"EG11666-MONOMER"	185.4
"EG11682-MONOMER"	5000.0
"EG11703-MONOMER"	265.8
"EG11712-MONOMER"	494.9
"EG11733-MONOMER"	46.5
"EG11735-MONOMER"	5000.0
"EG11738-MONOMER"	183.8
"EG11743-MONOMER"	5000.0
"EG11744-MONOMER"	5000.0
"EG11757-MONOMER"	5000.0
"EG11759-MONOMER"	5000.0
"EG11776-MONOMER"	446.8
"EG11779-MONOMER"	1432.3
"EG11782-MONOMER"	409.9
"EG11784-MONOMER"	158.5
"EG11786-MONOMER"	679.3
"EG11794-MONOMER"	1564.3
"EG11807-MONOMER"	115.8
"EG11820-MONOMER"	5000.0
"EG11830-MONOMER"	484.6
"EG11835-MONOMER"	268.8
"EG11870-MONOMER"	293.2
"EG11877-MONOMER"	5000.0
"EG11881-MONOMER"	997.3
"EG11884-MONOMER"	230.9
"EG11890-MONOMER"	5000.0
"EG11892-MONOMER"	76.2
"EG11914-MONOMER"	5000.0
"EG11919-MONOMER"	1190.6
"EG11921-MONOMER"	5000.0
"EG11922-MONOMER"	56.7
"EG11928-MONOMER"	490.2
"EG11932-MONOMER"	111.7
"EG11936-MONOMER"	443.7
"EG11939-MONOMER"	5000.0
"EG11985-MONOMER"	212.2
"EG12013-MONOMER"	664.3
"EG12019-MONOMER"	32.4
"EG12035-MONOMER"	222.9
"EG12044-MONOMER"	5000.0
"EG12048-MONOMER"	134.5
"EG12069-MONOMER"	664.0
"EG12099-MONOMER"	148.9
"EG12104-MONOMER"	200.0
"EG12111-MONOMER"	5000.0
"EG12114-MONOMER"	158.6
"EG12117-MONOMER"	191.7
"EG12130-MONOMER"	54.6
"EG12131-MONOMER"	155.9
"EG12132-MONOMER"	12.9
"EG12133-MONOMER"	5000.0
"EG12137-MONOMER"	231.2
"EG12146-MONOMER"	311.2
"EG12158-MONOMER"	539.7
"EG12163-MONOMER"	148.5
"EG12176-MONOMER"	665.1
"EG12177-MONOMER"	5000.0
"EG12179-MONOMER"	123.6
"EG12181-MONOMER"	116.6
"EG12182-MONOMER"	5000.0
"EG12188-MONOMER"	151.2
"EG12193-MONOMER"	5000.0
"EG12197-MONOMER"	3938.9
"EG12202-MONOMER"	252.4
"EG12203-MONOMER"	8.6
"EG12204-MONOMER"	5000.0
"EG12224-MONOMER"	87.8
"EG12240-MONOMER"	5000.0
"EG12248-MONOMER"	235.1
"EG12251-MONOMER"	118.1
"EG12254-MONOMER"	2396.8
"EG12273-MONOMER"	1160.1
"EG12295-MONOMER"	806.5
"EG12297-MONOMER"	1586.3
"EG12298-MONOMER"	5000.0
"EG12310-MONOMER"	50.1
"EG12314-MONOMER"	929.2
"EG12319-MONOMER"	5000.0
"EG12332-MONOMER"	39.5
"EG12336-MONOMER"	160.5
"EG12352-MONOMER"	260.4
"EG12372-MONOMER"	207.9
"EG12378-MONOMER"	5000.0
"EG12385-MONOMER"	811.2
"EG12391-MONOMER"	289.3
"EG12399-MONOMER"	5000.0
"EG12401-MONOMER"	32.0
"EG12402-MONOMER"	119.4
"EG12410-MONOMER"	5000.0
"EG12433-MONOMER"	96.7
"EG12434-MONOMER"	5000.0
"EG12436-MONOMER"	109.1
"EG12440-MONOMER"	142.4
"EG12443-MONOMER"	175.0
"EG12454-MONOMER"	5000.0
"EG12703-MONOMER"	123.7
"EG12705-MONOMER"	154.1
"EG12709-MONOMER"	5000.0
"EG12710-MONOMER"	241.7
"EG12712-MONOMER"	267.1
"EG12717-MONOMER"	222.5
"EG12799-MONOMER"	1549.5
"EG12855-MONOMER"	244.0
"EG12861-MONOMER"	88.0
"EG12866-MONOMER"	202.9
"EG12868-MONOMER"	819.6
"EG12879-MONOMER"	226.9
"EG50001-MONOMER"	164.1
"EG50002-MONOMER"	243.8
"EG50003-MONOMER"	342.4
"ENOLASE-MONOMER"	715.8
"ENTA-MONOMER"	210.4
"ENTB-MONOMER"	5000.0
"ENTC-MONOMER"	188.0
"ENTE-MONOMER"	573.1
"ENTF-MONOMER"	296.7
"ERYTHRON4PDEHYDROG-MONOMER"	5000.0
"EVGA-MONOMER"	200.9
"F16B-MONOMER"	165.0
"FABA-MONOMER"	462.2
"FABB-MONOMER"	5000.0
"FABZ-MONOMER"	322.0
"FADB-MONOMER"	5000.0
"FEOB-MONOMER"	73.9
"FEPB-MONOMER"	5000.0
"FGAMSYN-MONOMER"	714.7
"FLAVODOXIN1-MONOMER"	597.9
"FLAVONADPREDUCT-MONOMER"	5000.0
"FLIF-FLAGELLAR-MS-RING"	443.0
"FOLD-MONOMER"	243.5
"FORMYLTHFDEFORMYL-MONOMER"	543.4
"FPPSYN-MONOMER"	216.8
"FRUA-MONOMER"	368.2
"FRUB-MONOMER"	5000.0
"FRUCBISALD-CLASSI-MONOMER"	202.8
"FRUCTBISALD-CLASSII-MONOMER"	399.2
"FTSE-MONOMER"	5000.0
"FTSX-MONOMER"	5000.0
"FUMA-MONOMER"	31.4
"FUMC-MONOMER"	67.5
"G369-MONOMER"	42.7
"G495-MONOMER"	327.2
"G6093-MONOMER"	1278.0
"G6104-MONOMER"	1843.2
"G6110-MONOMER"	20.0
"G6152-MONOMER"	22.6
"G6189-MONOMER"	5000.0
"G6190-MONOMER"	889.3
"G6194-MONOMER"	191.5
"G6207-MONOMER"	19.5
"G6227-MONOMER"	5000.0
"G6236-MONOMER"	173.7
"G6240-MONOMER"	293.4
"G6242-MONOMER"	1142.7
"G6245-MONOMER"	106.0
"G6250-MONOMER"	66.2
"G6255-MONOMER"	5000.0
"G6265-MONOMER"	5000.0
"G6276-MONOMER"	5000.0
"G6284-MONOMER"	130.1
"G6359-MONOMER"	345.6
"G6363-MONOMER"	240.0
"G6364-MONOMER"	35.3
"G6379-MONOMER"	5000.0
"G6394-MONOMER"	117.4
"G6412-MONOMER"	5000.0
"G6414-MONOMER"	1364.2
"G6416-MONOMER"	125.6
"G6423-MONOMER"	357.4
"G6424-MONOMER"	178.6
"G6425-MONOMER"	440.7
"G6435-MONOMER"	114.5
"G6442-MONOMER"	230.9
"G6460-MONOMER"	17.1
"G6463-MONOMER"	15.6
"G6464-MONOMER"	80.0
"G6465-MONOMER"	178.9
"G6468-MONOMER"	74.8
"G6491-MONOMER"	5000.0
"G6499-MONOMER"	115.5
"G6527-MONOMER"	5000.0
"G6539-MONOMER"	5000.0
"G6540-MONOMER"	25.9
"G6543-MONOMER"	114.3
"G6550-MONOMER"	211.4
"G6565-MONOMER"	572.0
"G6567-MONOMER"	29.0
"G6568-MONOMER"	136.3
"G6615-MONOMER"	5000.0
"G6616-MONOMER"	5000.0
"G6617-MONOMER"	306.9
"G6618-MONOMER"	3255.9
"G6627-MONOMER"	5000.0
"G6635-MONOMER"	252.1
"G6638-MONOMER"	1119.8
"G6658-MONOMER"	5000.0
"G6660-MONOMER"	162.6
"G6665-MONOMER"	242.9
"G6675-MONOMER"	61.0
"G6699-MONOMER"	343.8
"G6701-MONOMER"	5000.0
"G6702-MONOMER"	5000.0
"G6705-MONOMER"	207.6
"G6721-MONOMER"	5000.0
"G6731-MONOMER"	5000.0
"G6732-MONOMER"	443.6
"G6742-MONOMER"	790.4
"G6760-MONOMER"	5000.0
"G6762-MONOMER"	5000.0
"G6763-MONOMER"	2046.4
"G6815-MONOMER"	245.1
"G6823-MONOMER"	5000.0
"G6841-MONOMER"	237.6
"G6860-MONOMER"	538.2
"G6865-MONOMER"	128.9
"G6868-MONOMER"	129.5
"G6869-MONOMER"	358.7
"G6873-MONOMER"	81.5
"G6875-MONOMER"	204.5
"G6881-MONOMER"	238.1
"G6882-MONOMER"	6.2
"G6886-MONOMER"	62.3
"G6894-MONOMER"	40.5
"G6895-MONOMER"	2065.8
"G6896-MONOMER"	5000.0
"G6906-MONOMER"	5000.0
"G6907-MONOMER"	97.4
"G6908-MONOMER"	1932.2
"G6909-MONOMER"	5000.0
"G6913-MONOMER"	5000.0
"G6939-MONOMER"	355.6
"G6946-MONOMER"	46.0
"G6949-MONOMER"	106.6
"G6957-MONOMER"	5000.0
"G6966-MONOMER"	231.6
"G6968-MONOMER"	120.7
"G6969-MONOMER"	118.7
"G6970-MONOMER"	49.2
"G6994-MONOMER"	22.3
"G7003-MONOMER"	314.3
"G7012-MONOMER"	1343.3
"G7020-MONOMER"	5000.0
"G7055-MONOMER"	94.6
"G7068-MONOMER"	1798.2
"G7080-MONOMER"	5000.0
"G7090-MONOMER"	246.4
"G7093-MONOMER"	231.9
"G7117-MONOMER"	162.0
"G7128-MONOMER"	135.9
"G7162-MONOMER"	88.3
"G7173-MONOMER"	132.3
"G7174-MONOMER"	66.4
"G7175-MONOMER"	5000.0
"G7184-MONOMER"	5000.0
"G7191-MONOMER"	196.4
"G7192-MONOMER"	1667.6
"G7217-MONOMER"	110.3
"G7220-MONOMER"	493.0
"G7221-MONOMER"	5000.0
"G7242-MONOMER"	5000.0
"G7266-MONOMER"	5000.0
"G7267-MONOMER"	5000.0
"G7280-MONOMER"	516.5
"G7298-MONOMER"	202.3
"G7312-MONOMER"	140.1
"G7319-MONOMER"	287.9
"G7320-MONOMER"	5000.0
"G7321-MONOMER"	191.2
"G7323-MONOMER"	143.3
"G7324-MONOMER"	15.0
"G7325-MONOMER"	48.0
"G7348-MONOMER"	309.9
"G7398-MONOMER"	5000.0
"G7442-MONOMER"	985.9
"G7452-MONOMER"	5000.0
"G7456-MONOMER"	612.5
"G7458-MONOMER"	139.6
"G7462-MONOMER"	826.9
"G7511-MONOMER"	5000.0
"G7513-MONOMER"	434.8
"G7527-MONOMER"	5000.0
"G7529-MONOMER"	237.7
"G7530-MONOMER"	275.4
"G7532-MONOMER"	5000.0
"G7553-MONOMER"	187.5
"G7564-MONOMER"	5000.0
"G7571-MONOMER"	9.2
"G7574-MONOMER"	561.0
"G7590-MONOMER"	890.4
"G7596-MONOMER"	6.9
"G7606-MONOMER"	5000.0
"G7611-MONOMER"	228.5
"G7612-MONOMER"	135.8
"G7616-MONOMER"	413.7
"G7642-MONOMER"	225.2
"G7647-MONOMER"	186.8
"G7656-MONOMER"	5000.0
"G7659-MONOMER"	325.4
"G7662-MONOMER"	146.2
"G7663-MONOMER"	107.3
"G7664-MONOMER"	5000.0
"G7680-MONOMER"	469.3
"G7682-MONOMER"	290.0
"G7689-MONOMER"	5000.0
"G7696-MONOMER"	178.3
"G7715-MONOMER"	5000.0
"G7716-MONOMER"	438.7
"G7740-MONOMER"	5000.0
"G7746-MONOMER"	417.6
"G7748-MONOMER"	78.6
"G7756-MONOMER"	2506.1
"G7757-MONOMER"	379.3
"G7767-MONOMER"	175.7
"G7808-MONOMER"	1853.3
"G7829-MONOMER"	52.5
"G7837-MONOMER"	79.6
"G7840-MONOMER"	5000.0
"G7841-MONOMER"	5000.0
"G7842-MONOMER"	1485.3
"G7865-MONOMER"	223.1
"G7868-MONOMER"	111.8
"G7874-MONOMER"	5000.0
"G7875-MONOMER"	282.8
"G7877-MONOMER"	183.4
"G7883-MONOMER"	722.9
"G7886-MONOMER"	96.9
"G7889-MONOMER"	203.8
"G7890-MONOMER"	809.8
