"id"	"halfLife"
"EG10321_RNA"	328.427809307
"EG10322_RNA"	51.6206614221
"EG10323_RNA"	39.6603888456
"EG10324_RNA"	63.2125391817
"EG10325_RNA"	62.3820948672
"EG10326_RNA"	58.869801564
"EG10327_RNA"	80.6077418126
"EG10328_RNA"	59.2788066078
"EG10329_RNA"	161.149715141
"EG10330_RNA"	114.88663996
"EG10331_RNA"	105.643996839
"EG10332_RNA"	96.0166553552
"EG10333_RNA"	109.084922342
"EG10334_RNA"	92.0825430241
"EG10335_RNA"	150.776633703
"EG10336_RNA"	175.231262645
"EG10337_RNA"	132.402757292
"EG10338_RNA"	43.8527773125
"EG10339_RNA"	112.302046029
"EG10340_RNA"	92.9643731344
"EG10341_RNA"	502.363857915
"EG10342_RNA"	70.5557108357
"EG10343_RNA"	63.3607259796
"EG10344_RNA"	39.3026795144
"EG10345_RNA"	68.1714684135
"EG10346_RNA"	73.2915307062
"EG10347_RNA"	86.8842101935
"EG10348_RNA"	235.261086323
"EG10349_RNA"	217.343832748
"EG10350_RNA"	271.750486422
"EG10351_RNA"	219.669714387
"EG10352_RNA"	105.027090275
"EG10353_RNA"	99.1721567587
"EG10355_RNA"	86.8842101935
"EG10356_RNA"	141.731689304
"EG10357_RNA"	166.217827881
"EG10358_RNA"	282.286382343
"EG10359_RNA"	108.259156065
"EG10360_RNA"	165.759832462
"EG10361_RNA"	86.8842101935
"EG10362_RNA"	210.200227641
"EG10363_RNA"	151.111452649
"EG10364_RNA"	49.1362377345
"EG10365_RNA"	86.8842101935
"EG10366_RNA"	113.794027881
"EG10367_RNA"	213.172764061
"EG10368_RNA"	67.9257617549
"EG10369_RNA"	66.7416589426
"EG10370_RNA"	78.0977402056
"EG10371_RNA"	195.015112037
"EG10372_RNA"	156.656822109
"EG10373_RNA"	68.8121622602
"EG10374_RNA"	225.437400768
"EG10375_RNA"	35.9020965481
"EG10376_RNA"	43.0177296551
"EG10377_RNA"	218.587448637
"EG10378_RNA"	140.519257878
"EG10379_RNA"	227.912752795
"EG10380_RNA"	186.015111218
"EG10381_RNA"	105.850727142
"EG10382_RNA"	88.3301338701
"EG10383_RNA"	308.447298298
"EG10384_RNA"	156.095553703
"EG10385_RNA"	139.061093381
"EG10386_RNA"	429.20121541
"EG10387_RNA"	101.070183788
"EG10388_RNA"	123.884209115
"EG10389_RNA"	141.832812323
"EG10390_RNA"	80.9040681027
"EG10391_RNA"	55.6665095492
"EG10392_RNA"	88.7895654883
"EG10393_RNA"	140.845335446
"EG10394_RNA"	83.5213809396
"EG10395_RNA"	77.3671449135
"EG10396_RNA"	225.573237269
"EG10397_RNA"	49.8568353915
"EG10398_RNA"	162.496499113
"EG10399_RNA"	94.7133065753
"EG10400_RNA"	52.9615203406
"EG10401_RNA"	75.6115367045
"EG10402_RNA"	123.219758936
"EG10403_RNA"	119.645707184
"EG10404_RNA"	155.453242377
"EG10405_RNA"	81.8276570909
"EG10406_RNA"	72.4640561477
"EG10407_RNA"	82.5704026365
"EG10408_RNA"	137.648554281
"EG10409_RNA"	95.8539085515
"EG10410_RNA"	73.9641717578
"EG10411_RNA"	445.554007486
"EG10412_RNA"	197.878239125
"EG10413_RNA"	49.3523044615
"EG10414_RNA"	45.3910847354
"EG10415_RNA"	67.2389816221
"EG10416_RNA"	174.839853778
"EG10417_RNA"	157.44365971
"EG10418_RNA"	90.1521997872
"EG10419_RNA"	143.24792377
"EG10420_RNA"	81.8403362312
"EG10421_RNA"	94.6465884948
"EG10422_RNA"	624.118944021
"EG10423_RNA"	104.746831537
"EG10424_RNA"	91.4677813266
"EG10425_RNA"	721.480456398
"EG10426_RNA"	51.9812961681
"EG10427_RNA"	34.849386495
"EG10428_RNA"	138.406228733
"EG10429_RNA"	82.3980356378
"EG10430_RNA"	62.3580233077
"EG10431_RNA"	86.8842101935
"EG10432_RNA"	297.626785491
"EG10433_RNA"	76.4469762527
"EG10434_RNA"	64.5988958649
"EG10435_RNA"	64.5795121294
"EG10436_RNA"	69.1986657464
"EG10437_RNA"	59.1142283777
"EG10438_RNA"	200.071312701
"EG10439_RNA"	176.822191031
"EG10440_RNA"	240.098860639
"EG10441_RNA"	261.192588156
"EG10442_RNA"	86.8842101935
"EG10443_RNA"	66.8012061403
"EG10444_RNA"	143.725578754
"EG10445_RNA"	185.530077887
"EG10446_RNA"	186.862341233
"EG10447_RNA"	132.933504225
"EG10448_RNA"	162.573747578
"EG10449_RNA"	172.896597632
"EG10450_RNA"	153.499542305
"EG10451_RNA"	168.128222121
"EG10452_RNA"	111.188122347
"EG10453_RNA"	47.3108819058
"EG10454_RNA"	108.911870043
"EG10455_RNA"	225.327842311
"EG10456_RNA"	244.688074315
"EG10457_RNA"	176.712687567
"EG10458_RNA"	65.6228868899
"EG10459_RNA"	59.5963521882
"EG10460_RNA"	93.7717642687
"EG10461_RNA"	108.24886263
"EG10462_RNA"	74.0892027493
"EG10463_RNA"	91.3372972873
"EG10464_RNA"	41.6980320417
"EG10465_RNA"	104.988402153
"EG10466_RNA"	342.406723307
"EG10467_RNA"	86.8842101935
"EG10468_RNA"	86.8842101935
"EG10469_RNA"	86.8842101935
"EG10470_RNA"	86.8842101935
"EG10471_RNA"	86.8842101935
"EG10472_RNA"	86.8842101935
"EG10473_RNA"	86.8842101935
"EG10474_RNA"	86.8842101935
"EG10475_RNA"	86.8842101935
"EG10476_RNA"	86.8842101935
"EG10477_RNA"	86.8842101935
"EG10478_RNA"	140.393697158
"EG10479_RNA"	86.8842101935
"EG10480_RNA"	86.8842101935
"EG10481_RNA"	166.5753291
"EG10482_RNA"	86.8842101935
"EG10483_RNA"	86.8842101935
"EG10484_RNA"	147.977490962
"EG10485_RNA"	86.8842101935
"EG10486_RNA"	98.8934865144
"EG10487_RNA"	169.911066079
"EG10488_RNA"	86.8842101935
"EG10489_RNA"	230.390234544
"EG10490_RNA"	80.0486362964
"EG10491_RNA"	58.47132865
"EG10492_RNA"	88.4362858678
"EG10493_RNA"	87.9083755698
"EG10494_RNA"	132.303270851
"EG10495_RNA"	83.5840464653
"EG10496_RNA"	110.623249944
"EG10497_RNA"	194.661920723
"EG10498_RNA"	41.7389190488
"EG10499_RNA"	86.8842101935
"EG10500_RNA"	53.5602527352
"EG10501_RNA"	110.677597534
"EG10502_RNA"	127.797425635
"EG10503_RNA"	91.8069071024
"EG10504_RNA"	113.831046999
"EG10505_RNA"	124.939078928
"EG10506_RNA"	203.265669061
"EG10507_RNA"	74.2484597625
"EG10508_RNA"	45.2884335281
"EG10509_RNA"	86.8842101935
"EG10510_RNA"	218.201317745
"EG10511_RNA"	86.8842101935
"EG10512_RNA"	887.072930521
"EG10513_RNA"	86.8842101935
"EG10514_RNA"	86.8842101935
"EG10515_RNA"	86.8842101935
"EG10516_RNA"	86.8842101935
"EG10517_RNA"	86.8842101935
"EG10518_RNA"	114.375075407
"EG10519_RNA"	97.5706421366
"EG10520_RNA"	62.3870136353
"EG10521_RNA"	61.0350951853
"EG10522_RNA"	100.293588225
"EG10523_RNA"	66.4414473715
"EG10524_RNA"	86.8842101935
"EG10525_RNA"	86.8842101935
"EG10526_RNA"	80.9196289726
"EG10527_RNA"	182.327175923
"EG10528_RNA"	416.282684144
"EG10529_RNA"	80.8514772108
"EG10530_RNA"	57.9170756161
"EG10531_RNA"	86.8842101935
"EG10532_RNA"	48.7552022005
"EG10533_RNA"	91.8626289768
"EG10534_RNA"	71.7522788989
"EG10535_RNA"	490.892638981
"EG10536_RNA"	86.8842101935
"EG10537_RNA"	68.7054941752
"EG10538_RNA"	86.8842101935
"EG10539_RNA"	43.2691604239
"EG10540_RNA"	36.5755021506
"EG10541_RNA"	86.8842101935
"EG10542_RNA"	131.601459687
"EG10543_RNA"	161.771177279
"EG10544_RNA"	86.8842101935
"EG10545_RNA"	95.1681355993
"EG10546_RNA"	51.8824238582
"EG10547_RNA"	363.483889637
"EG10548_RNA"	84.7512778835
"EG10549_RNA"	86.8842101935
"EG10550_RNA"	73.2762009906
"EG10551_RNA"	86.8842101935
"EG10552_RNA"	117.994315857
"EG10553_RNA"	249.835779696
"EG10554_RNA"	314.347350833
"EG10555_RNA"	102.794716488
"EG10556_RNA"	114.102370321
"EG10557_RNA"	119.328343079
"EG10558_RNA"	199.548009917
"EG10559_RNA"	184.468946498
"EG10560_RNA"	142.391389375
"EG10561_RNA"	132.555532612
"EG10562_RNA"	22.9605844334
"EG10563_RNA"	84.7710645077
"EG10564_RNA"	98.8881652591
"EG10565_RNA"	124.958800959
"EG10566_RNA"	110.427540684
"EG10567_RNA"	263.368845657
"EG10568_RNA"	216.033601395
"EG10569_RNA"	323.883414094
"EG10570_RNA"	86.0522177049
"EG10571_RNA"	84.7819163819
"EG10572_RNA"	139.594679671
"EG10573_RNA"	61.1494146347
"EG10574_RNA"	170.458863559
"EG10575_RNA"	67.0815923566
"EG10576_RNA"	496.94011822
"EG10577_RNA"	86.8842101935
"EG10578_RNA"	86.8842101935
"EG10579_RNA"	59.0477567683
"EG10580_RNA"	70.2340371974
"EG10581_RNA"	86.8842101935
"EG10582_RNA"	55.8839340457
"EG10583_RNA"	224.132811358
"EG10584_RNA"	264.692575778
"EG10585_RNA"	94.071523157
"EG10586_RNA"	101.739570599
"EG10587_RNA"	50.4196524779
"EG10588_RNA"	115.712822868
"EG10589_RNA"	82.6926026461
"EG10590_RNA"	71.5185116015
"EG10591_RNA"	87.4757052322
"EG10592_RNA"	145.042953504
"EG10593_RNA"	86.8842101935
"EG10594_RNA"	133.924252622
"EG10595_RNA"	229.036495884
"EG10596_RNA"	61.936809029
"EG10597_RNA"	94.2476076753
"EG10598_RNA"	133.762196577
"EG10599_RNA"	154.375695022
"EG10600_RNA"	128.341965088
"EG10601_RNA"	86.8842101935
"EG10602_RNA"	86.8842101935
"EG10603_RNA"	208.954762834
"EG10604_RNA"	50.6664671602
"EG10605_RNA"	81.900169216
"EG10606_RNA"	43.624641254
"EG10607_RNA"	67.2970700078
"EG10608_RNA"	82.7484847808
"EG10609_RNA"	57.2962746518
"EG10610_RNA"	42.9810464926
"EG10611_RNA"	124.86293096
"EG10612_RNA"	66.1634625519
"EG10613_RNA"	55.5160140158
"EG10614_RNA"	22.7505541371
"EG10615_RNA"	69.1785757949
"EG10616_RNA"	88.8139344796
"EG10617_RNA"	110.750955986
"EG10618_RNA"	94.2474104971
"EG10619_RNA"	38.8023263374
"EG10620_RNA"	37.9634519212
"EG10621_RNA"	68.8388304312
"EG10622_RNA"	49.2134357986
"EG10623_RNA"	38.7576627768
"EG10624_RNA"	86.8842101935
"EG10625_RNA"	44.7185237875
"EG10626_RNA"	93.5853022394
"EG10627_RNA"	103.104535098
"EG10628_RNA"	115.514227973
"EG10629_RNA"	90.2859676194
"EG10630_RNA"	82.7246787482
"EG10631_RNA"	86.8842101935
"EG10632_RNA"	86.5925078026
"EG10633_RNA"	147.467946274
"EG10634_RNA"	76.3184033231
"EG10635_RNA"	121.96685702
"EG10636_RNA"	56.0618819655
"EG10637_RNA"	155.980168034
"EG10638_RNA"	118.466995491
"EG10639_RNA"	247.029113764
"EG10640_RNA"	76.0403055395
"EG10641_RNA"	116.339317903
"EG10642_RNA"	86.8842101935
"EG10643_RNA"	409.592350047
"EG10644_RNA"	86.8842101935
"EG10645_RNA"	86.8842101935
"EG10646_RNA"	123.718784766
"EG10647_RNA"	86.8842101935
"EG10648_RNA"	287.159707034
"EG10649_RNA"	165.831210477
"EG10650_RNA"	61.1360976238
"EG10651_RNA"	278.496449361
"EG10652_RNA"	69.1540223244
"EG10653_RNA"	121.790608025
"EG10654_RNA"	94.9164277905
"EG10655_RNA"	88.6357793191
"EG10656_RNA"	87.5037426072
"EG10657_RNA"	86.8842101935
"EG10658_RNA"	84.6787998413
"EG10659_RNA"	86.8842101935
"EG10660_RNA"	71.6638159416
"EG10661_RNA"	60.2865310372
"EG10662_RNA"	59.4071604607
"EG10663_RNA"	274.988744443
"EG10664_RNA"	65.5146150095
"EG10665_RNA"	145.462958285
"EG10666_RNA"	107.345202351
"EG10667_RNA"	90.6924901283
"EG10668_RNA"	86.8842101935
"EG10669_RNA"	86.8842101935
"EG10670_RNA"	86.8842101935
"EG10671_RNA"	764.257437397
"EG10672_RNA"	267.76185598
"EG10673_RNA"	435.745448018
"EG10674_RNA"	160.535561572
"EG10675_RNA"	91.1427633793
"EG10676_RNA"	128.635144291
"EG10677_RNA"	98.4620734124
"EG10678_RNA"	101.993427276
"EG10679_RNA"	86.8842101935
"EG10680_RNA"	86.8842101935
"EG10681_RNA"	425.469774482
"EG10682_RNA"	161.277942568
"EG10683_RNA"	86.8842101935
"EG10684_RNA"	214.833382748
"EG10685_RNA"	60.1317350277
"EG10686_RNA"	57.1968316273
"EG10687_RNA"	50.4259221837
"EG10688_RNA"	312.623405638
"EG10689_RNA"	72.0842336592
"EG10690_RNA"	23.5587405095
"EG10691_RNA"	54.9657872873
"EG10693_RNA"	220.428310994
"EG10694_RNA"	171.812373192
"EG10695_RNA"	208.644284947
"EG10696_RNA"	121.924148059
"EG10697_RNA"	134.074858143
"EG10698_RNA"	172.135913109
"EG10699_RNA"	184.962576386
"EG10700_RNA"	313.771554531
"EG10701_RNA"	163.812921113
"EG10702_RNA"	110.733329262
"EG10703_RNA"	119.111702032
"EG10704_RNA"	49.6639886848
"EG10705_RNA"	76.1300271908
"EG10706_RNA"	86.8842101935
"EG10707_RNA"	83.7720195974
"EG10708_RNA"	64.8929122062
"EG10709_RNA"	98.254788261
"EG10710_RNA"	135.739248678
"EG10711_RNA"	148.468407697
"EG10712_RNA"	86.8842101935
"EG10713_RNA"	86.8842101935
"EG10714_RNA"	86.8842101935
"EG10715_RNA"	86.8842101935
"EG10716_RNA"	86.8842101935
"EG10717_RNA"	86.8842101935
"EG10718_RNA"	86.8842101935
"EG10719_RNA"	86.8842101935
"EG10720_RNA"	86.8842101935
"EG10721_RNA"	86.8842101935
"EG10722_RNA"	86.8842101935
"EG10723_RNA"	86.8842101935
"EG10724_RNA"	86.8842101935
"EG10725_RNA"	41.6410296298
"EG10727_RNA"	165.244644215
"EG10728_RNA"	94.7512151705
"EG10729_RNA"	273.08023255
"EG10730_RNA"	86.8842101935
"EG10731_RNA"	262.813827833
"EG10732_RNA"	81.8095212431
"EG10733_RNA"	50.8014196776
"EG10734_RNA"	152.739106182
"EG10735_RNA"	129.987555077
"EG10736_RNA"	119.439543161
"EG10737_RNA"	86.8842101935
"EG10738_RNA"	68.0873654584
"EG10739_RNA"	72.0371183843
"EG10740_RNA"	55.0267996464
"EG10741_RNA"	57.0920282254
"EG10742_RNA"	49.7926911991
"EG10743_RNA"	139.96707775
"EG10744_RNA"	168.749376579
"EG10745_RNA"	130.56170742
"EG10746_RNA"	64.7847256894
"EG10747_RNA"	86.8842101935
"EG10748_RNA"	36.7018291932
"EG10749_RNA"	106.866376687
"EG10750_RNA"	75.2170718558
"EG10751_RNA"	62.1643779102
"EG10752_RNA"	247.240965593
"EG10753_RNA"	86.8842101935
"EG10754_RNA"	406.137543348
"EG10755_RNA"	111.410584834
"EG10756_RNA"	82.7222755157
"EG10757_RNA"	57.0196671466
"EG10758_RNA"	121.918510834
"EG10759_RNA"	376.025861983
"EG10760_RNA"	63.9108486564
"EG10761_RNA"	52.68420169
"EG10762_RNA"	129.436144427
"EG10763_RNA"	86.8842101935
"EG10764_RNA"	174.613994862
"EG10765_RNA"	168.369443748
"EG10766_RNA"	91.6626165316
"EG10767_RNA"	102.657386512
"EG10768_RNA"	52.2186440704
"EG10769_RNA"	153.992667129
"EG10770_RNA"	60.5047622761
"EG10771_RNA"	95.5827005616
"EG10772_RNA"	99.8036553102
"EG10773_RNA"	356.020523062
"EG10774_RNA"	102.442487444
"EG10775_RNA"	67.3672522946
"EG10776_RNA"	290.829562633
"EG10777_RNA"	137.329199497
"EG10778_RNA"	86.8842101935
"EG10779_RNA"	86.8842101935
"EG10780_RNA"	235.591073234
"EG10781_RNA"	74.8439162054
"EG10782_RNA"	63.3273003488
"EG10783_RNA"	93.3443590828
"EG10784_RNA"	66.8554998023
"EG10785_RNA"	97.2060292661
"EG10786_RNA"	61.4982727845
"EG10787_RNA"	72.6013746512
"EG10788_RNA"	319.68372367
"EG10789_RNA"	173.977877204
"EG10790_RNA"	141.742834553
"EG10791_RNA"	208.693931831
"EG10792_RNA"	72.9078326522
"EG10793_RNA"	69.59931608
