frameId	Name	Location	Composition	Composition	Formation process	Comments
ABC-11-CPLX	iron (III) hydroxamate ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	(2) FHUC-MONOMER + (2) FHUB-MONOMER + FHUD-MONOMER ==> ABC-11-CPLX	"{""reactant"": {""FHUC-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""FHUB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""FHUD-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}, ""product"": {""ABC-11-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-12-CPLX	glutamine ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	(2) GLNP-MONOMER + (2) GLNQ-MONOMER + GLNH-MONOMER ==> ABC-12-CPLX	"{""reactant"": {""GLNP-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""GLNQ-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""GLNH-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}, ""product"": {""ABC-12-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-13-CPLX	glutamate / aspartate ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	GLTL-MONOMER + G6359-MONOMER + GLTK-MONOMER + GLTJ-MONOMER ==> ABC-13-CPLX	"{""reactant"": {""GLTL-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""G6359-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""GLTK-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""GLTJ-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-13-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-14-CPLX	histidine ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	(2) HISP-MONOMER + HISQ-MONOMER + HISJ-MONOMER + HISM-MONOMER ==> ABC-14-CPLX	"{""reactant"": {""HISP-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""HISQ-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""HISJ-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""HISM-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-14-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-15-CPLX	branched chain amino acid ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	LIVJ-MONOMER + LIVH-MONOMER + LIVG-MONOMER + LIVF-MONOMER + LIVM-MONOMER ==> ABC-15-CPLX	"{""reactant"": {""LIVJ-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""LIVH-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""LIVG-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""LIVF-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""LIVM-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-15-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-16-CPLX	maltose ABC transporter	"[""CCO-MEMBRANE""]"	(2) MALK-MONOMER + MALF-MONOMER + MALG-MONOMER + MALE-MONOMER ==> ABC-16-CPLX	"{""reactant"": {""MALK-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""MALF-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MALG-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""MALE-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}, ""product"": {""ABC-16-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-18-CPLX	methyl-&beta;-D-galactoside / galactose ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	(2) MGLA-MONOMER + MGLB-MONOMER + (2) MGLC-MONOMER ==> ABC-18-CPLX	"{""reactant"": {""MGLA-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""MGLB-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""MGLC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-18-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-19-CPLX	molybdate ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	MODA-MONOMER + (2) MODB-MONOMER + (2) MODC-MONOMER ==> ABC-19-CPLX	"{""reactant"": {""MODA-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""MODB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""MODC-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-19-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-2-CPLX	arabinose ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	ARAF-MONOMER + (2) ARAG-MONOMER + (2) ARAH-MONOMER ==> ABC-2-CPLX	"{""reactant"": {""ARAF-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""ARAG-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""ARAH-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-2-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-20-CPLX	nickel ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	NIKD-MONOMER + NIKE-MONOMER + NIKB-MONOMER + NIKC-MONOMER + NIKA-MONOMER ==> ABC-20-CPLX	"{""reactant"": {""NIKD-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""NIKE-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""NIKB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""NIKC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""NIKA-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}, ""product"": {""ABC-20-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-21-CPLX	YadG/YadH ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL""]"	(2) YADG-MONOMER + (2) YADH-MONOMER ==> ABC-21-CPLX	"{""reactant"": {""YADG-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""YADH-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-21-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-22-CPLX	peptide ABC transporter OppABCDF	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	OPPD-MONOMER + OPPF-MONOMER + OPPA-MONOMER + OPPC-MONOMER + OPPB-MONOMER ==> ABC-22-CPLX	"{""reactant"": {""OPPD-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""OPPF-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""OPPA-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""OPPC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""OPPB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-22-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-23-CPLX	phosphonate ABC transporter	"[""CCO-PM-BAC-NEG""]"	(2) PHNC-MONOMER + PHND-MONOMER + (2) PHNE-MONOMER ==> ABC-23-CPLX	"{""reactant"": {""PHNC-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""PHND-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""PHNE-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-23-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-24-CPLX	putrescine / spermidine ABC transporter	"[""CCO-MEMBRANE""]"	POTC-MONOMER + POTB-MONOMER + (2) POTA-MONOMER + POTD-MONOMER ==> ABC-24-CPLX	"{""reactant"": {""POTC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""POTB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""POTA-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""POTD-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}, ""product"": {""ABC-24-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-25-CPLX	putrescine ABC transporter	"[""CCO-MEMBRANE""]"	POTI-MONOMER + POTH-MONOMER + (2) POTG-MONOMER + POTF-MONOMER ==> ABC-25-CPLX	"{""reactant"": {""POTI-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""POTH-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""POTG-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""POTF-MONOMER"": {""compartment"": [""CCO-MEMBRANE"", ""CCO-PERI-BAC""], ""stoichiometry"": 1}}, ""product"": {""ABC-25-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-26-CPLX	glycine betaine / proline ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	PROX-MONOMER + (2) PROW-MONOMER + (2) PROV-MONOMER ==> ABC-26-CPLX	"{""reactant"": {""PROX-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""PROW-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""PROV-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-26-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-27-CPLX	phosphate ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-MEMBRANE"", ""CCO-PERI-BAC""]"	PSTC-MONOMER + PSTS-MONOMER + (2) PSTB-MONOMER + PSTA-MONOMER ==> ABC-27-CPLX	"{""reactant"": {""PSTC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""PSTS-MONOMER"": {""compartment"": [""CCO-MEMBRANE"", ""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""PSTB-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""PSTA-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-27-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-28-CPLX	ribose ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC"", ""CCO-MEMBRANE""]"	(2) RBSA-MONOMER + (2) RBSC-MONOMER + RBSB-MONOMER ==> ABC-28-CPLX	"{""reactant"": {""RBSA-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""RBSC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""RBSB-MONOMER"": {""compartment"": [""CCO-PERI-BAC"", ""CCO-MEMBRANE""], ""stoichiometry"": 1}}, ""product"": {""ABC-28-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-29-CPLX	peptide ABC transporter SapABCDF	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	SAPA-MONOMER + SAPB-MONOMER + SAPC-MONOMER + SAPD-MONOMER + SAPF-MONOMER ==> ABC-29-CPLX	"{""reactant"": {""SAPA-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""SAPB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""SAPC-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""SAPD-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""SAPF-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-29-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-3-CPLX	lysine / arginine / ornithine ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	ARGT-MONOMER + (2) HISP-MONOMER + HISM-MONOMER + HISQ-MONOMER ==> ABC-3-CPLX	"{""reactant"": {""ARGT-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""HISP-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""HISM-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""HISQ-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-3-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-304-CPLX	leucine ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	LIVK-MONOMER + LIVH-MONOMER + LIVG-MONOMER + LIVF-MONOMER + LIVM-MONOMER ==> ABC-304-CPLX	"{""reactant"": {""LIVK-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""LIVH-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""LIVG-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""LIVF-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 1}, ""LIVM-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-304-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-32-CPLX	thiamin ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	SFUA-MONOMER + (2) SFUB-MONOMER + (2) SFUC-MONOMER ==> ABC-32-CPLX	"{""reactant"": {""SFUA-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""SFUB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""SFUC-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-32-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-33-CPLX	xylose ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	(2) XYLG-MONOMER + XYLF-MONOMER + (2) XYLH-MONOMER ==> ABC-33-CPLX	"{""reactant"": {""XYLG-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""XYLF-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""XYLH-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}}, ""product"": {""ABC-33-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-34-CPLX	glycerol-3-phosphate / glycerol-2-phosphate ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	UGPA-MONOMER + UGPB-MONOMER + (2) UGPC-MONOMER + UGPE-MONOMER ==> ABC-34-CPLX	"{""reactant"": {""UGPA-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""UGPB-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""UGPC-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""UGPE-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-34-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-4-CPLX	arginine ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	ARTM-MONOMER + ARTQ-MONOMER + ARTI-MONOMER + (2) ARTP-MONOMER + ARTJ-MONOMER ==> ABC-4-CPLX	"{""reactant"": {""ARTM-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""ARTQ-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""ARTI-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""ARTP-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-PM-BAC-NEG""], ""stoichiometry"": 2}, ""ARTJ-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}}, ""product"": {""ABC-4-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-40-CPLX	YehW/YehX/YehY/YehZ ABC transporter	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC""]"	YEHW-MONOMER + YEHZ-MONOMER + (2) YEHX-MONOMER + YEHY-MONOMER ==> ABC-40-CPLX	"{""reactant"": {""YEHW-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""YEHZ-MONOMER"": {""compartment"": [""CCO-PERI-BAC""], ""stoichiometry"": 1}, ""YEHX-MONOMER"": {""compartment"": [""CCO-CYTOSOL""], ""stoichiometry"": 2}, ""YEHY-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}}, ""product"": {""ABC-40-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
ABC-41-CPLX	peptide ABC transporter YejABEF	"[""CCO-PM-BAC-NEG"", ""CCO-CYTOSOL"", ""CCO-PERI-BAC"", ""CCO-MEMBRANE""]"	YEJA-MONOMER + YEJB-MONOMER + YEJE-MONOMER + (2) YEJF-MONOMER ==> ABC-41-CPLX	"{""reactant"": {""YEJA-MONOMER"": {""compartment"": [""CCO-PERI-BAC"", ""CCO-MEMBRANE""], ""stoichiometry"": 1}, ""YEJB-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""YEJE-MONOMER"": {""compartment"": [""CCO-PM-BAC-NEG""], ""stoichiometry"": 1}, ""YEJF-MONOMER"": {""compartment"": [""CCO-CYTOSOL"", ""CCO-MEMBRANE""], ""stoichiometry"": 2}}, ""product"": {""ABC-41-CPLX"": {""compartment"": """", ""stoichiometry"": 1}}}"	Complexation
