Enzyme Frame ID	EC	Reaction ID	Reaction stoichiometry	Direction	Forward	Units	Reverse	Units	Comments	Km
"[""3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER""]"	2.1.2.11	FEIST_MOHMT	[c] : 3mob + h2o + mlthf --> 2dhp + thf	forward only	0.783		0		Mycobacterium tuberculosis	"[{""literature"": ""485700"", ""substrate"": ""Tetrahydropteroylpentaglutamate"", ""kmValue"": ""0.1"", ""ligandStructureId"": ""17471"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""tetrahydropteroyltetraglutamate"", ""kmValue"": ""0.1"", ""ligandStructureId"": ""88728"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485707"", ""substrate"": ""ketopantoate"", ""kmValue"": ""0.15"", ""ligandStructureId"": ""21750"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""ketopantoate"", ""kmValue"": ""0.16"", ""ligandStructureId"": ""21750"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""tetrahydropteroylhexaglutamate"", ""kmValue"": ""0.17"", ""ligandStructureId"": ""18574"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""tetrahydrofolate"", ""kmValue"": ""0.18"", ""ligandStructureId"": ""9334"", ""kmValueMaximum"": """", ""commentary"": ""forward and reverse reaction, methylenetetrahydrofolate: formaldehyde + tetrahydrofolate"", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485701"", ""substrate"": ""tetrahydrofolate"", ""kmValue"": ""0.18"", ""ligandStructureId"": ""9334"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""Tetrahydropteroyltriglutamate"", ""kmValue"": ""0.18"", ""ligandStructureId"": ""15105"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""tetrahydropteroyldiglutamate"", ""kmValue"": ""0.25"", ""ligandStructureId"": ""12879"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""tetrahydropteroylheptaglutamate"", ""kmValue"": ""0.29"", ""ligandStructureId"": ""18977"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""Tetrahydropteroylmonoglutamate"", ""kmValue"": ""0.33"", ""ligandStructureId"": ""9336"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""3-methyl-2-oxobutanoate"", ""kmValue"": ""1.1"", ""ligandStructureId"": ""21178"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485701"", ""substrate"": ""3-methyl-2-oxobutanoate"", ""kmValue"": ""1.1"", ""ligandStructureId"": ""21178"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""2-oxobutyrate"", ""kmValue"": ""2.9"", ""ligandStructureId"": ""19432"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""3-methyl-2-oxopentanoate"", ""kmValue"": ""5.9"", ""ligandStructureId"": ""21700"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""formaldehyde"", ""kmValue"": ""5.9"", ""ligandStructureId"": ""36227"", ""kmValueMaximum"": """", ""commentary"": ""methylenetetrahydrofolate: formaldehyde + tetrahydrofolate"", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485701"", ""substrate"": ""formaldehyde"", ""kmValue"": ""5.9"", ""ligandStructureId"": ""36227"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}, {""literature"": ""485700"", ""substrate"": ""2-Oxopentanoate"", ""kmValue"": ""25"", ""ligandStructureId"": ""21174"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""2.1.2.11""}]"
"[""3-ISOPROPYLMALDEHYDROG-MONOMER""]"	1.1.1.85	FEIST_IPMD	[c] : 3c2hmp + nad --> 3c4mop + h + nadh	forward only	70		0		Escherichia coli; pH 7.6	"[{""literature"": ""639164"", ""substrate"": ""ethylmalate"", ""kmValue"": ""0.09"", ""ligandStructureId"": ""21760"", ""kmValueMaximum"": """", ""commentary"": ""pH 7.6"", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.85""}, {""literature"": ""639164"", ""substrate"": ""isopropylmalate"", ""kmValue"": ""0.105"", ""ligandStructureId"": ""24172"", ""kmValueMaximum"": """", ""commentary"": ""pH 7.6, 40&deg;C"", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.85""}, {""literature"": ""639164"", ""substrate"": ""propylmalate"", ""kmValue"": ""0.105"", ""ligandStructureId"": ""24166"", ""kmValueMaximum"": """", ""commentary"": ""pH 7.6"", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.85""}, {""literature"": ""639164"", ""substrate"": ""tert-butylmalate"", ""kmValue"": ""0.214"", ""ligandStructureId"": ""25953"", ""kmValueMaximum"": """", ""commentary"": ""pH 7.6"", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.85""}, {""literature"": ""639164"", ""substrate"": ""NAD+"", ""kmValue"": ""0.321"", ""ligandStructureId"": ""11259"", ""kmValueMaximum"": """", ""commentary"": ""pH 7.6, 40&deg;C"", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.85""}]"
"[""3-ISOPROPYLMALISOM-CPLX""]"	4.2.1.33	FEIST_IPPMIa	[c] : 3c2hmp <==> 2ippm + h2o	reversible						[]
"[""3-ISOPROPYLMALISOM-CPLX""]"	4.2.1.33	FEIST_IPPMIb	[c] : 2ippm + h2o <==> 3c3hmp	reversible						[]
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR100	[c] : 3odecACP + h + nadph <==> 3hdecACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR120	[c] : 3oddecACP + h + nadph <==> 3hddecACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR121	[c] : 3ocddec5eACP + h + nadph --> 3hcddec5eACP + nadp	forward only	0.59		0		Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR140	[c] : 3omrsACP + h + nadph <==> 3hmrsACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR141	[c] : 3ocmrs7eACP + h + nadph --> 3hcmrs7eACP + nadp	forward only	0.59		0		Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR160	[c] : 3opalmACP + h + nadph <==> 3hpalmACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR161	[c] : 3ocpalm9eACP + h + nadph --> 3hcpalm9eACP + nadp	forward only	0.59		0		Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR180	[c] : 3ooctdACP + h + nadph <==> 3hoctaACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR181	[c] : 3ocvac11eACP + h + nadph --> 3hcvac11eACP + nadp	forward only	0.59		0		Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR40	[c] : actACP + h + nadph <==> 3haACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR60	[c] : 3ohexACP + h + nadph <==> 3hhexACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
"[""3-OXOACYL-ACP-REDUCT-MONOMER""]"	1.1.1.100	FEIST_3OAR80	[c] : 3ooctACP + h + nadph <==> 3hoctACP + nadp	reversible	0.59				Escherichia coli	"[{""literature"": ""704337"", ""substrate"": ""NADPH"", ""kmValue"": ""0.01"", ""ligandStructureId"": ""36259"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}, {""literature"": ""704337"", ""substrate"": ""ethyl acetoacetate"", ""kmValue"": ""0.127"", ""ligandStructureId"": ""21705"", ""kmValueMaximum"": """", ""commentary"": """", ""organism"": ""Escherichia coli"", ""ecNumber"": ""1.1.1.100""}]"
