"Object ID"	"Primary Name"	"Synonyms"
"ALLANTOINASE-RXN"	"ENZRXN0-268"	"[ENZRXN0-268]"
"RXN-14014"	"DIHYDROPICRED-ENZRXN"	"[DIHYDROPICRED-ENZRXN]"
"TETHYDPICSUCC-RXN"	"TETHYDPICSUCC-ENZRXN"	"[TETHYDPICSUCC-ENZRXN]"
"RXN0-7227"	"ENZRXN0-8160"	"[ENZRXN0-8160]"
"TRANS-RXN0-622"	"ENZRXN0-8162"	"[ENZRXN0-8162, ENZRXN0-8161]"
"RXN-16701"	"ENZRXN-23884"	"[ENZRXN-23884]"
"RXN0-5364"	"ENZRXN0-6527"	"[ENZRXN0-6527]"
"RXN-17797"	"ENZRXN0-8269"	"[ENZRXN0-8269, ENZRXN0-8262]"
"RXN0-5393"	"ENZRXN0-8273"	"[ENZRXN0-8273, ENZRXN0-8258, ENOYL-COA-HYDRAT-ENZRXN]"
"RXN-14393"	"ENZRXN0-8280"	"[ENZRXN0-8280, ENZRXN0-7691]"
"RXN-17793"	"ENZRXN0-8270"	"[ENZRXN0-8270, ENZRXN0-8261]"
"RXN-17776"	"ENZRXN0-8275"	"[ENZRXN0-8275, ENZRXN0-8256]"
"RXN-17777"	"ENZRXN0-8282"	"[ENZRXN0-8282, ENZRXN0-8263]"
"RXN-14251"	"ENZRXN-23127"	"[ENZRXN-23127]"
"GSAAMINOTRANS-RXN"	"GSAAMINOTRANS-ENZRXN"	"[GSAAMINOTRANS-ENZRXN]"
"GLUTRNAREDUCT-RXN"	"GLUTRNAREDUCT-ENZRXN"	"[GLUTRNAREDUCT-ENZRXN]"
"2-OXOPENT-4-ENOATE-HYDRATASE-RXN"	"MHPDHYDROL-ENZRXN"	"[MHPDHYDROL-ENZRXN]"
"MHPELY-RXN"	"MHPELY-ENZRXN"	"[MHPELY-ENZRXN]"
"3.5.2.17-RXN"	"ENZRXN0-8143"	"[ENZRXN0-8143]"
"RXN0-6554"	"ENZRXN0-7419"	"[ENZRXN0-7419]"
"RXN0-6491"	"DIHYDROOROTOX-ENZRXN"	"[DIHYDROOROTOX-ENZRXN]"
"DIHYDROOROTATE-DEHYDROGENASE-RXN"	"ENZRXN-24877"	"[ENZRXN-24877]"
"DIHYDROOROT-RXN"	"DIHYDROOROT-ENZRXN"	"[DIHYDROOROT-ENZRXN]"
"LACTALDDEHYDROG-RXN"	"LACTALDDEHYDROG-ENZRXN"	"[LACTALDDEHYDROG-ENZRXN]"
"1.1.1.283-RXN"	"METHYLGLYREDUCT-ENZRXN"	"[METHYLGLYREDUCT-ENZRXN]"
"RXN-15744"	"ENZRXN-23023"	"[ENZRXN-23023]"
"L-LACTDEHYDROGFMN-RXN"	"L-LACTDEHYDROGFMN-ENZRXN"	"[L-LACTDEHYDROGFMN-ENZRXN]"
"TRANS-RXN-104"	"ENZRXN0-7508"	"[ENZRXN0-7508, TRANS-ENZRXN-104]"
"FUMHYDR-RXN"	"ENZRXN0-8344"	"[ENZRXN0-8344, ENZRXN0-8343, FUMARA-ENZRXN, FUMARB-ENZRXN, FUMARC-ENZRXN]"
"MALATE-DEHYDROGENASE-ACCEPTOR-RXN"	"ENZRXN0-282"	"[ENZRXN0-282]"
"1.1.1.39-RXN"	"MALIC-NAD-ENZRXN"	"[MALIC-NAD-ENZRXN]"
"MALATE-DEH-RXN"	"MALATE-DEH-ENZRXN"	"[MALATE-DEH-ENZRXN]"
"MALIC-NADP-RXN"	"MALIC-NADP-ENZRXN"	"[MALIC-NADP-ENZRXN]"
"TRANS-RXN-121A"	"TRANS-ENZRXN-121A"	"[TRANS-ENZRXN-121A]"
"RXN-13141"	"ENZRXN-20098"	"[ENZRXN-20098]"
"LACTALDREDUCT-RXN"	"LACTALDREDUCT-ENZRXN"	"[LACTALDREDUCT-ENZRXN]"
"RXN-8632"	"ENZRXN0-6324"	"[ENZRXN0-6324]"
"URUR-RXN"	"ENZRXN0-7320"	"[ENZRXN0-7320]"
"UREIDOGLYCOLATE-LYASE-RXN"	"ENZRXN0-271"	"[ENZRXN0-271]"
"RXN0-7024"	"ENZRXN0-270"	"[ENZRXN0-270]"
"RXN-12896"	"ENZRXN-20210"	"[ENZRXN-20210]"
"RXN0-6461"	"ENZRXN0-7363"	"[ENZRXN0-7363]"
"RXN0-6460"	"ENZRXN0-7362"	"[ENZRXN0-7362]"
"RXN0-6487"	"ENZRXN0-7378"	"[ENZRXN0-7378]"
"RXN-9311"	"ENZRXN0-7693"	"[ENZRXN0-7693]"
"RXN0-4621"	"ENZRXN0-5901"	"[ENZRXN0-5901]"
"TRANS-RXN0-587"	"ENZRXN0-7846"	"[ENZRXN0-7846]"
"RXN0-7275"	"ENZRXN0-8370"	"[ENZRXN0-8370]"
"PGPPHOSPHA-RXN"	"ENZRXN0-7431"	"[ENZRXN0-7431, PGPPHOSPHAB-ENZRXN, PGPPHOSPHAA-ENZRXN]"
"PRIBFAICARPISOM-RXN"	"PRIBFAICARPISOM-ENZRXN"	"[PRIBFAICARPISOM-ENZRXN]"
"HISTCYCLOHYD-RXN"	"HISTCYCLOHYD-ENZRXN"	"[HISTCYCLOHYD-ENZRXN]"
"ATPPHOSPHORIBOSYLTRANS-RXN"	"ENZRXN0-6423"	"[ENZRXN0-6423]"
"HISTPRATPHYD-RXN"	"HISTPRATPHYD-ENZRXN"	"[HISTPRATPHYD-ENZRXN]"
"RXN-17701"	"ENZRXN0-8142"	"[ENZRXN0-8142]"
"RIBOSYLNICOTINAMIDE-KINASE-RXN"	"ENZRXN0-5281"	"[ENZRXN0-5281]"
"RXN0-7092"	"ENZRXN0-7835"	"[ENZRXN0-7835]"
"TRANS-RXN0-481"	"ENZRXN0-7478"	"[ENZRXN0-7478]"
"IGPSYN-RXN"	"IGPSYN-ENZRXN"	"[IGPSYN-ENZRXN]"
"GST-RXN"	"ENZRXN0-6272"	"[ENZRXN0-6272, GST-ENZRXN]"
"THIAZOLSYN2-RXN"	"ENZRXN0-6183"	"[ENZRXN0-6183]"
"RXN-18739"	"ENZRXN0-8373"	"[ENZRXN0-8373]"
"RXN0-7280"	"ENZRXN0-8374"	"[ENZRXN0-8374]"
"RXN-17024"	"ENZRXN0-7993"	"[ENZRXN0-7993]"
"RXN0-6705"	"ENZRXN0-7462"	"[ENZRXN0-7462]"
"FORMYLTHFGLUSYNTH-RXN"	"FORMYLTHFGLUSYNTH-ENZRXN"	"[FORMYLTHFGLUSYNTH-ENZRXN]"
"RXN-15607"	"ENZRXN0-7857"	"[ENZRXN0-7857]"
"RXN0-5408"	"ENZRXN0-247"	"[ENZRXN0-247]"
"RXN-7253"	"ENZRXN0-8180"	"[ENZRXN0-8180]"
"RXN-17944"	"ENZRXN0-8308"	"[ENZRXN0-8308]"
"PORPHOBILSYNTH-RXN"	"PORPHOBILSYNTH-ENZRXN"	"[PORPHOBILSYNTH-ENZRXN]"
"RIBOFLAVIN-SYN-RXN"	"RIBOFLAVIN-SYN-ENZRXN"	"[RIBOFLAVIN-SYN-ENZRXN]"
"RXN0-6722"	"ENZRXN0-7477"	"[ENZRXN0-7477]"
"QOR-RXN"	"QOR-ENZRXN"	"[QOR-ENZRXN]"
"RXN-17897"	"ENZRXN0-8306"	"[ENZRXN0-8306]"
"NITRATE-REDUCTASE-CYTOCHROME-RXN"	"ENZRXN0-4882"	"[ENZRXN0-4882]"
"ACETYL-COA-ACETYLTRANSFER-RXN"	"ACETYL-COA-ACETYLTRANSFER-ENZRXN"	"[ACETYL-COA-ACETYLTRANSFER-ENZRXN]"
"CARDIOLIPSYN-RXN"	"ENZRXN0-266"	"[ENZRXN0-266, CARDIOLIPSYN-ENZRXN]"
"RXN-19630"	"ENZRXN0-8457"	"[ENZRXN0-8457]"
"RXN-14107"	"ENZRXN-25586"	"[ENZRXN-25586]"
"RXN-18584"	"ENZRXN-25587"	"[ENZRXN-25587]"
"RXN-18604"	"ENZRXN0-8361"	"[ENZRXN0-8361]"
"RXN0-5268"	"CYT-O-UBIOX-ENZRXN"	"[CYT-O-UBIOX-ENZRXN]"
"RXN0-5266"	"ENZRXN0-7492"	"[ENZRXN0-7492, CYT-D-UBIOX-ENZRXN]"
"BTUR2-RXN"	"BTUR2-ENZRXN"	"[BTUR2-ENZRXN]"
"CARBPSYN-RXN"	"CARBPSYN-ENZRXN"	"[CARBPSYN-ENZRXN]"
"RXN0-2501"	"ENZRXN0-3521"	"[ENZRXN0-3521]"
"R170-RXN"	"ENZRXN0-267"	"[ENZRXN0-267]"
"DALADALALIG-RXN"	"DALADALALIGB-ENZRXN"	"[DALADALALIGB-ENZRXN, DALADALALIGA-ENZRXN]"
"RXN0-6941"	"ENZRXN0-7503"	"[ENZRXN0-7503]"
"RXN0-6555"	"ENZRXN0-7423"	"[ENZRXN0-7423]"
"GLUTATHIONE-REDUCT-NADPH-RXN"	"GLUTATHIONE-REDUCT-NADPH-ENZRXN"	"[GLUTATHIONE-REDUCT-NADPH-ENZRXN]"
"GLYOCARBOLIG-RXN"	"GLYOCARBOLIG-ENZRXN"	"[GLYOCARBOLIG-ENZRXN]"
"RXN0-5359"	"ENZRXN0-8316"	"[ENZRXN0-8316, ENZRXN0-7998, ENZRXN0-7787, ENZRXN0-6592, ENZRXN0-6591, ENZRXN0-6528, ENZRXN0-6521]"
"RXN-16456"	"ENZRXN-23639"	"[ENZRXN-23639]"
"MVHMETH-RXN"	"ENZRXN0-4523"	"[ENZRXN0-4523]"
"RXN-16420"	"ENZRXN0-7920"	"[ENZRXN0-7920]"
"CATAL-RXN"	"ENZRXN0-7807"	"[ENZRXN0-7807, ENZRXN0-7634, HYDROPEROXIDII-ENZRXN]"
"GLUTAMATESYN-RXN"	"GLUTAMATESYN-ENZRXN"	"[GLUTAMATESYN-ENZRXN]"
"TRANS-RXN-130"	"TRANS-ENZRXN-130"	"[TRANS-ENZRXN-130]"
"TRANS-RXN-122"	"TRANS-ENZRXN-124"	"[TRANS-ENZRXN-124]"
"R621-RXN"	"ENZRXN-802"	"[ENZRXN-802]"
"ACETOLACTSYN-RXN"	"ACETOLACTSYNIII-ENZRXN"	"[ACETOLACTSYNIII-ENZRXN, ACETOLACTSYNII-ENZRXN, ACETOLACTSYNI-ENZRXN]"
"2.8.1.6-RXN"	"BIOTIN-SYN-ENZRXN"	"[BIOTIN-SYN-ENZRXN]"
"RXN0-949"	"ENZRXN0-1087"	"[ENZRXN0-1087]"
"RXN0-6366"	"ENZRXN0-7308"	"[ENZRXN0-7308]"
"RXN-11586"	"ENZRXN0-6495"	"[ENZRXN0-6495]"
"RXN0-7007"	"ENZRXN0-7602"	"[ENZRXN0-7602]"
"HEMN-RXN"	"HEMN-ENZRXN"	"[HEMN-ENZRXN]"
"RXN0-5063"	"ENZRXN0-6171"	"[ENZRXN0-6171]"
"RXN-13403"	"ENZRXN0-8124"	"[ENZRXN0-8124]"
"SUPEROX-DISMUT-RXN"	"ENZRXN0-4861"	"[ENZRXN0-4861, SUPEROX-DISMUTFE-ENZRXN, SUPEROX-DISMUTMN-ENZRXN]"
"RXN-16312"	"ENZRXN0-7915"	"[ENZRXN0-7915]"
"2.7.7.61-RXN"	"ENZRXN0-4141"	"[ENZRXN0-4141]"
"ADDALT-RXN"	"ADDALT-ENZRXN"	"[ADDALT-ENZRXN]"
"DEOXYADENPHOSPHOR-RXN"	"DEOXYADENPHOSPHOR-ENZRXN"	"[DEOXYADENPHOSPHOR-ENZRXN]"
"RXN-14524"	"ENZRXN0-7759"	"[ENZRXN0-7759]"
"TRANS-RXN-108C"	"TRANS-ENZRXN-108C"	"[TRANS-ENZRXN-108C]"
"CYTIDEAM-RXN"	"CYTIDEAM-ENZRXN"	"[CYTIDEAM-ENZRXN]"
"RXN-14522"	"ENZRXN0-7763"	"[ENZRXN0-7763]"
"TRANS-RXN-108D"	"TRANS-ENZRXN-108D"	"[TRANS-ENZRXN-108D]"
"DEOXYGUANPHOSPHOR-RXN"	"DEOXYGUANPHOSPHOR-ENZRXN"	"[DEOXYGUANPHOSPHOR-ENZRXN]"
"RXN-14525"	"ENZRXN0-7762"	"[ENZRXN0-7762]"
"DEOXYINOPHOSPHOR-RXN"	"DEOXYINOPHOSPHOR-ENZRXN"	"[DEOXYINOPHOSPHOR-ENZRXN]"
"TRANS-RXN-108E"	"ENZRXN0-7490"	"[ENZRXN0-7490]"
"DURIDKI-RXN"	"DURIDKI-ENZRXN"	"[DURIDKI-ENZRXN]"
"URA-PHOSPH-RXN"	"URA-PHOSPH-ENZRXN"	"[URA-PHOSPH-ENZRXN]"
"RXN-14523"	"ENZRXN0-7761"	"[ENZRXN0-7761]"
"TRANS-RXN-108F"	"TRANS-ENZRXN-108F"	"[TRANS-ENZRXN-108F]"
"4.3.1.15-RXN"	"ENZRXN0-2002"	"[ENZRXN0-2002]"
"RXN-12073"	"ENZRXN-18612"	"[ENZRXN-18612]"
"RXN-19445"	"ENZRXN-23156"	"[ENZRXN-23156]"
"RXN0-2943"	"ENZRXN0-4103"	"[ENZRXN0-4103]"
"RXN0-7105"	"ENZRXN0-7863"	"[ENZRXN0-7863]"
"RIBOFLAVINSYNDEAM-RXN"	"RIBOFLAVINSYNDEAM-ENZRXN"	"[RIBOFLAVINSYNDEAM-ENZRXN]"
"RXN0-6510"	"ENZRXN0-7386"	"[ENZRXN0-7386]"
"2.7.7.60-RXN"	"ENZRXN0-272"	"[ENZRXN0-272]"
"DXPREDISOM-RXN"	"DXPREDISOM-ENZRXN"	"[DXPREDISOM-ENZRXN]"
"4.1.2.28-RXN"	"ENZRXN0-7796"	"[ENZRXN0-7796, ENZRXN0-7795]"
"DEHYDDEOXGALACTKIN-RXN"	"DEHYDDEOXGALACTKIN-ENZRXN"	"[DEHYDDEOXGALACTKIN-ENZRXN]"
"DEHYDDEOXPHOSGALACT-ALDOL-RXN"	"DEHYDDEOXPHOSGALACT-ALDOL-ENZRXN"	"[DEHYDDEOXPHOSGALACT-ALDOL-ENZRXN]"
"DHDOGALDOL-RXN"	"ENZRXN0-7471"	"[ENZRXN0-7471]"
"DEOXYGLUCONOKIN-RXN"	"DEOXYGLUCONOKIN-ENZRXN"	"[DEOXYGLUCONOKIN-ENZRXN]"
"1.1.1.127-RXN"	"ENZRXN0-7859"	"[ENZRXN0-7859]"
"KDPGALDOL-RXN"	"KDPGALDOL-ENZRXN"	"[KDPGALDOL-ENZRXN]"
"TRANS-RXN-113"	"TRANS-ENZRXN-113"	"[TRANS-ENZRXN-113]"
"RXN0-5433"	"ENZRXN0-6589"	"[ENZRXN0-6589]"
"D-PPENTOMUT-RXN"	"D-PPENTOMUT"	"[D-PPENTOMUT]"
"3.1.3.68-RXN"	"ENZRXN0-8159"	"[ENZRXN0-8159, ENZRXN0-6253]"
"TRANS-RXN0-540"	"ENZRXN0-7636"	"[ENZRXN0-7636]"
"DEOXYRIBOSE-P-ALD-RXN"	"DEOXYRIBOSE-P-ALD-ENZRXN"	"[DEOXYRIBOSE-P-ALD-ENZRXN]"
"RXN0-6957"	"ENZRXN0-441"	"[ENZRXN0-441]"
"RXN0-7103"	"ENZRXN0-7861"	"[ENZRXN0-7861]"
"RXN0-6256"	"ENZRXN0-7434"	"[ENZRXN0-7434, ENZRXN0-7207]"
"QUINOLINATE-SYNTHA-RXN"	"QUINOLINATE-SYNTHA-ENZRXN"	"[QUINOLINATE-SYNTHA-ENZRXN]"
"RXN0-7020"	"ENZRXN0-7623"	"[ENZRXN0-7623, ENZRXN0-7622]"
"RXN0-7021"	"ENZRXN0-7625"	"[ENZRXN0-7625]"
"2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN"	"2-OCTPRNL-6-MTHXPHENOL-HYDROX-ENZRXN"	"[2-OCTPRNL-6-MTHXPHENOL-HYDROX-ENZRXN]"
"RXN0-5387"	"ENZRXN0-6539"	"[ENZRXN0-6539]"
"RXN-17954"	"ENZRXN-25003"	"[ENZRXN-25003]"
"TRANS-RXN-273"	"ENZRXN0-7930"	"[ENZRXN0-7930]"
"RXN0-5216"	"ENZRXN0-6336"	"[ENZRXN0-6336]"
"RXN-18999"	"ENZRXN0-8415"	"[ENZRXN0-8415]"
"2-OCTAPRENYLPHENOL-HYDROX-RXN"	"ENZRXN0-7774"	"[ENZRXN0-7774]"
"RXNMETA-12671"	"ENZRXNMETA-19626"	"[ENZRXNMETA-19626]"
"KETOBUTFORMLY-RXN"	"ENZRXN0-6632"	"[ENZRXN0-6632, KETOBUTFORMLY-ENZRXN]"
"RXN-13072"	"ENZRXN0-8369"	"[ENZRXN0-8369]"
"GABATRANSAM-RXN"	"ENZRXN0-5343"	"[ENZRXN0-5343, GABATRANSAM-ENZRXN]"
"2OXOGLUTDECARB-RXN"	"ENZRXN0-1318"	"[ENZRXN0-1318]"
"2OXOGLUTARATEDEH-RXN"	"2OXOGLUTARATEDEH-ENZRXN"	"[2OXOGLUTARATEDEH-ENZRXN]"
"ALANINE-AMINOTRANSFERASE-RXN"	"ENZRXN0-7400"	"[ENZRXN0-7400, ENZRXN0-7399, ENZRXN0-3401]"
"CYSTEINE-AMINOTRANSFERASE-RXN"	"ENZRXN0-7512"	"[ENZRXN0-7512]"
"SUCCINYLDIAMINOPIMTRANS-RXN"	"ENZRXN0-7906"	"[ENZRXN0-7906, SUCCINYLDIAMINOPIMTRANS-ENZRXN]"
"TRANS-RXN-23"	"TRANS-ENZRXN-23"	"[TRANS-ENZRXN-23]"
"AMINEPHEN-RXN"	"AMINEPHEN-ENZRXN"	"[AMINEPHEN-ENZRXN]"
"RXN0-302"	"ENZRXN0-1002"	"[ENZRXN0-1002]"
"RXN-15513"	"3PGAREARR-ENZRXN"	"[3PGAREARR-ENZRXN]"
"3PGAREARR-RXN"	"PGMI-ENZRXN"	"[PGMI-ENZRXN]"
"2PGADEHYDRAT-RXN"	"2PGADEHYDRAT-ENZRXN"	"[2PGADEHYDRAT-ENZRXN]"
"PHOSPHOGLYCERATE-PHOSPHATASE-RXN"	"ENZRXN0-7744"	"[ENZRXN0-7744]"
"GPH-RXN"	"ENZRXN0-8158"	"[ENZRXN0-8158, GPH-ENZRXN]"
"RXN-9310"	"ENZRXN0-6518"	"[ENZRXN0-6518]"
"RXN-12611"	"ENZRXN-19942"	"[ENZRXN-19942]"
"ENTG-RXN"	"ENTG-ENZRXN"	"[ENTG-ENZRXN]"
"DEPHOSPHOCOAKIN-RXN"	"DEPHOSPHOCOAKIN-ENZRXN"	"[DEPHOSPHOCOAKIN-ENZRXN]"
"2.7.8.25-RXN"	"ENZRXN-1"	"[ENZRXN-1]"
"RXN0-5065"	"ENZRXN0-6172"	"[ENZRXN0-6172]"
"RXN-7632"	"ENZRXN0-8341"	"[ENZRXN0-8341]"
"TRANS-RXN-354"	"ENZRXN0-8441"	"[ENZRXN0-8441]"
"1.13.11.16-RXN"	"DHPDIOXYGEN-ENZRXN"	"[DHPDIOXYGEN-ENZRXN]"
"MHPHYDROXY-RXN"	"MHPHYDROXY-ENZRXN"	"[MHPHYDROXY-ENZRXN]"
"TRANS-RXN-61"	"TRANS-ENZRXN-203"	"[TRANS-ENZRXN-203]"
"PHENPRODIOLDEHYDROG-RXN"	"PHENPRODIOLDEHYDROG-ENZRXN"	"[PHENPRODIOLDEHYDROG-ENZRXN]"
"PDXJ-RXN"	"PDXJ-ENZRXN"	"[PDXJ-ENZRXN]"
"ALADEHYDCHLORO-RXN"	"ALADEHYDCHLORO-ENZRXN"	"[ALADEHYDCHLORO-ENZRXN]"
"3-DEHYDROQUINATE-DEHYDRATASE-RXN"	"3-DEHYDROQUINATE-DEHYDRATASE-ENZRXN"	"[3-DEHYDROQUINATE-DEHYDRATASE-ENZRXN]"
"CPM-KDOSYNTH-RXN"	"CPM-KDOSYNTH-ENZRXN"	"[CPM-KDOSYNTH-ENZRXN]"
